format_start,format_end,sport,competition_type,competition_tier,competition_name,competition_structure,qualification_structure,division_name,organisation_name,association_name,clubs,clubs_including_qualifying_rounds,qualification_spots,entry_format,player_type,competition_format,venue_format,semis_venue_format,finals_venue_format,competition_playoffs,uneven_team_format,match_format,draw_format,add_draw_fromat,semis_format,finals_format,finals_draw_format,finals_add_draw_fromat,score_try,score_conversion,score_drop_goal,score_penalty_goal,ranking_format,win,draw,loss,tiebreaker_title,promotion,tiebreaker_promotion,promotion_format,relegation,relegation_format,,,,,,,,,,,,,,,,
1988,1988,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,13,13,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,1,straight,,,,,,,,,,,,,,,,quadruple_round_robin
1988,1988,Ice Hockey,league,3,English League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1989,1989,Ice Hockey,league,1,British Hockey League,two_divisions,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,9,9,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_six_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,1,straight,,,,,,,,,,,,,,,,
1989,1989,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,9,9,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,1,straight,,,,,,,,,,,,,,,,quadruple_round_robin
1989,1989,Ice Hockey,league,3,English League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1990,1992,Ice Hockey,league,1,British Hockey League,two_divisions,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,10,10,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_eight_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,1,straight,,,,,,,,,,,,,,,,
1990,1990,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,11,11,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,1,straight,,,,,,,,,,,,,,,,quadruple_round_robin
1990,1990,Ice Hockey,league,3,English League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1991,1992,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,10,10,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,1,straight,,,,,,,,,,,,,,,,quadruple_round_robin
1991,1991,Ice Hockey,league,3,English League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1992,1992,Ice Hockey,league,3,English League,equal_divisions,none,A,British Ice Hockey Association,British Ice Hockey Association,6,6,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1992,1992,Ice Hockey,league,3,English League,equal_divisions,none,B,British Ice Hockey Association,British Ice Hockey Association,6,6,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1993,1993,Ice Hockey,league,1,British Hockey League,two_divisions_geography_split,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,12,12,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_eight_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,1,straight,,,,,,,,,,,,,,,,
1993,1993,Ice Hockey,league,2,British Hockey League,two_divisions_geography_split,none,Division 1 North,British Ice Hockey Association,British Ice Hockey Association,8,8,0,association_membership,professional,quintuple_round_robin,home_and_away_and_first_drawn_preference,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1993,1993,Ice Hockey,league,2,British Hockey League,two_divisions_geography_split,none,Division 1 South,British Ice Hockey Association,British Ice Hockey Association,8,8,0,association_membership,professional,quintuple_round_robin,home_and_away_and_first_drawn_preference,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1993,1993,Ice Hockey,league,3,English League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1994,1994,Ice Hockey,league,1,British Hockey League,two_divisions,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,12,12,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_eight_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,1,straight,,,,,,,,,,,,,,,,
1994,1995,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,14,14,0,association_membership,professional,quintuple_round_robin,home_and_away_and_first_drawn_preference,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1994,1994,Ice Hockey,league,3,English League,equal_divisions,none,Northern,British Ice Hockey Association,British Ice Hockey Association,11,11,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1994,1994,Ice Hockey,league,3,English League,equal_divisions,none,Southern,British Ice Hockey Association,British Ice Hockey Association,12,12,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1995,1995,Ice Hockey,league,1,British Hockey League,two_divisions,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,10,10,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_eight_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,1,straight,,,,,,,,,,,,,,,,
1995,1995,Ice Hockey,league,3,English League,equal_divisions,none,North,British Ice Hockey Association,British Ice Hockey Association,12,12,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
1995,1995,Ice Hockey,league,3,English League,equal_divisions,none,South,British Ice Hockey Association,British Ice Hockey Association,12,12,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,
