occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Privat 5th Battalion Connaught Ranger,1,Privat 5th Battalion Connaught Ranger,UNCHANGED,Privat; 5th,Privet Fth Battalion Connaught Ranger
Privat annuites,1,Privat annuites,UNCHANGED,Privat; annuites,Privet Annuities
Privat Bording House,1,Privat Bording House,UNCHANGED,Privat; Bording,Privet Cording House
Privat Lady,1,Privat Lady,UNCHANGED,Privat,Privet Lady
Privat Line Regt,1,Privat Line Regt,UNCHANGED,Privat,Privet Line Regt
Privat Lodging House Keeper,1,Privat Lodging Housekeeper,COMPOUND_KEEPER,Privat,Privet Lodging Housekeeper
Privat Royal Garrison Artillrey,1,Privat Royal Garrison Artillrey,UNCHANGED,Privat; Artillrey,Privet Royal Garrison Artillery
Privat St Rifle Bryode Soldier,1,Privat St Rifle Bryode Soldier,UNCHANGED,Privat; Bryode,Privet St Rifle Triode Soldier
Private (R.D.F) Soldier,1,Private R.D.F Soldier,NORMALIZATION,R.D.F,Private R.D.F Soldier
Private - Presedent,1,Private Presedent,NORMALIZATION,Presedent,Private Precedent
Private 1 to 3 rd the Bauffs Pensioner,1,Private 1 to 3 rd the Bauffs Pensioner,UNCHANGED,Bauffs,Private 1 to 3 rd the Bluffs Pensioner
Private 13th Hussars,1,Private 13th Hussars,UNCHANGED,13th,Private Both Hussars
Private 13th Russars,1,Private 13th Russars,UNCHANGED,13th; Russars,Private Both Hussars
Private 14th Hussars,1,Private 14th Hussars,UNCHANGED,14th,Private Both Hussars
Private 17th Sancers,1,Private 17th Sancers,UNCHANGED,17th; Sancers,Private Both Sangers
Private 18th R.I. Regiment,1,Private 18th R.I. Regiment,UNCHANGED,18th; R.I,Private Both Rti. Regiment
Private 18th Royal Irish,1,Private 18th Royal Irish,UNCHANGED,18th,Private Both Royal Irish
Private 19th Foot Army Pensioner,1,Private 19th Foot Army Pensioner,UNCHANGED,19th,Private Both Foot Army Pensioner
Private 19th Hussan,1,Private 19th Hussan,UNCHANGED,19th; Hussan,Private Both Hussar
Private 1st Batt R M Fusilier,1,Private 1st Batt R M Fusilier,UNCHANGED,1st,Private Pst Batt R M Fusilier
Private 1st Batt R. Ing F,1,Private 1st Batt R. Ing F,UNCHANGED,1st,Private Pst Batt R. Ing F
Private 1st Brs Royal Garrison Regt,1,Private 1st Brs Royal Garrison Regt,UNCHANGED,1st; Brs,Private Pst Bps Royal Garrison Regt
Private 1st Btn. Connaught Ranger,1,Private 1st Btn. Connaught Ranger,UNCHANGED,1st; Btn,Private Pst Mtn. Connaught Ranger
Private 1st Connaught Rangers,1,Private 1st Connaught Rangers,UNCHANGED,1st,Private Pst Connaught Rangers
Private 1st Devonshire Regiment,1,Private 1st Devonshire Regiment,UNCHANGED,1st,Private Pst Devonshire Regiment
Private 1st Drogoon's,1,Private 1st Drogoon's,UNCHANGED,1st; Drogoon's,Private Pst Dragoon's
Private 1st Dublin Fus Soldier,1,Private 1st Dublin Fus Soldier,UNCHANGED,1st; Fus,Private Pst Dublin Fur Soldier
Private 1st Lankashire Infantry Prv Soldier Regements,1,Private 1st Lankashire Infantry Prv Soldier Regements,UNCHANGED,1st; Lankashire; Prv; Regements,Private Pst Lancashire Infantry Perv Soldier Regiments
Private 1st Leinster Reg,1,Private 1st Leinster Reg,UNCHANGED,1st; Leinster,Private Pst Leister Reg
Private 1st Leneskr Regt Servant Labourer,1,Private 1st Leneskr Regt Servant Labourer,UNCHANGED,1st; Leneskr,Private Pst Leeser Regt Servant Labourer
Private 1st R Dublin ?,1,Private 1st R Dublin ?,UNCHANGED,1st,Private Pst R Dublin ?
Private 2 Batt R.D. Fusiliers,1,Private 2 Batt R.D. Fusiliers,UNCHANGED,R.D,Private 2 Batt Rid. Fusiliers
Private 2/8 Batn Royal I Rifles,1,Private 2/8 Batn Royal I Rifles,UNCHANGED,Batn,Private 2/8 Batan Royal I Rifles
Private 21st E. of I.Lancers,1,Private 21st E. of I.Lancers,UNCHANGED,21st; I.Lancers,Private Vast E. of Islanders
Private 2d Class Army Reserve Connaught Rangers,1,Private 2d Class Army Reserve Connaught Rangers,UNCHANGED,2d,Private Bd Class Army Reserve Connaught Rangers
Private 2nd Bar R.I. Riffer,1,Private 2nd Bar R.I. Riffer,UNCHANGED,2nd; R.I; Riffer,Private Nd Bar Rti. Riffed
Private 2nd Bat Royal Irish,1,Private 2nd Bat Royal Irish,UNCHANGED,2nd,Private Nd Bat Royal Irish
Private 2nd Bate Lenister Regt (on Furlough),1,Private 2nd Bate Lenister Regt on Furlough,NORMALIZATION,2nd; Lenister,Private Nd Bate Leister Regt on Furlough
Private 2nd Batt R I Jaillar,1,Private 2nd Batt R I Jaillar,UNCHANGED,2nd; Jaillar,Private Nd Batt R I Paillard
Private 2nd Batt. R.I.R,1,Private 2nd Batt. R.I.R,UNCHANGED,2nd; R.I.R,Private Nd Batt. Rier
Private 2nd Dorset Regiment,1,Private 2nd Dorset Regiment,UNCHANGED,2nd; Dorset,Private Nd Dorse Regiment
Private 2nd Dublin ?,1,Private 2nd Dublin ?,UNCHANGED,2nd,Private Nd Dublin ?
Private 2nd Lecon Regt,1,Private 2nd Lecon Regt,UNCHANGED,2nd; Lecon,Private Nd Econ Regt
Private 3 rd Re Inuis Fees,1,Private 3 rd Re Inuis Fees,UNCHANGED,Inuis,Private 3 rd Re Indic Fees
Private 33th Duke of Willington in Army Pensioner,1,Private 33th Duke of Willington in Army Pensioner,UNCHANGED,33th; Willington,Private Both Duke of Wellington in Army Pensioner
Private 3rd Batt Royal .I. Rifles,1,Private 3rd Batt Royal .I. Rifles,UNCHANGED,3rd,Private Rd Batt Royal .I. Rifles
Private 3rd Batt Royal I Rifles,1,Private 3rd Batt Royal I Rifles,UNCHANGED,3rd,Private Rd Batt Royal I Rifles
Private 4 Btc R I Rifles Factory Labourer,1,Private 4 Btc R I Rifles Factory Labourer,UNCHANGED,Btc,Private 4 Bt R I Rifles Factory Labourer
Private 4 East Survey Rgt,1,Private 4 East Survey Rgt,UNCHANGED,Rgt,Private 4 East Survey Rut
Private 4/R.I.R Furlough,1,Private 4/R.I.R Furlough,UNCHANGED,4/R.I.R,Private 4/R.I.R Furlough
Private 4th Battalion R. I. Regt.,1,Private 4th Battalion R. I. Regt.,UNCHANGED,4th,Private Fth Battalion R. I. Regt.
Private 5 Batt. Royal Irish Regiment (Militea),1,Private 5 Batt. Royal Irish Regiment Militea,NORMALIZATION,Militea,Private 5 Batt. Royal Irish Regiment Militia
Private 57th Ft. Pensioner,1,Private 57th Ft. Pensioner,UNCHANGED,57th,Private Both Ft. Pensioner
Private 5th Battalion R M F Militia and Labourer,1,Private 5th Battalion R M F Militia and Labourer,UNCHANGED,5th,Private Fth Battalion R M F Militia and Labourer
Private 5th Btn R. I. F,1,Private 5th Btn R. I. F,UNCHANGED,5th; Btn,Private Fth Mtn R. I. F
Private 5th R I Rifles Soldier,1,Private 5th R I Rifles Soldier,UNCHANGED,5th,Private Fth R I Rifles Soldier
Private 5th Royal Irish Regt,1,Private 5th Royal Irish Regt,UNCHANGED,5th,Private Fth Royal Irish Regt
Private 63rd Manchester Regt of foot Army Pensioner,1,Private 63rd Manchester Regt of foot Army Pensioner,UNCHANGED,63rd,Private Oord Manchester Regt of foot Army Pensioner
Private 69th Foot Army Pensioner,1,Private 69th Foot Army Pensioner,UNCHANGED,69th,Private Both Foot Army Pensioner
Private 7th Hossars,1,Private 7th Hossars,UNCHANGED,7th; Hossars,Private Fth Hussars
Private 81st Lincoln Regt of Foot Army Pensioner,1,Private 81st Lincoln Regt of Foot Army Pensioner,UNCHANGED,81st,Private Vast Lincoln Regt of Foot Army Pensioner
Private 86th Foot,1,Private 86th Foot,UNCHANGED,86th,Private Both Foot
Private 88 Connaught Rayers,1,Private 88 Connaught Rayers,UNCHANGED,Rayers,Private 88 Connaught Raters
Private 88th Connaugh and on Sick Leave Rangers,1,Private 88th Connaugh and on Sick Leave Rangers,UNCHANGED,88th; Connaugh,Private Both Connaught and on Sick Leave Rangers
Private 8th K T Hus,1,Private 8th K T Hus,UNCHANGED,8th; Hus,Private Fth K T Huse
Private ? Fus,1,Private ? Fus,UNCHANGED,Fus,Private ? Fur
Private and Hussans,1,Private and Hussans,UNCHANGED,Hussans,Private and Hussars
Private and Rev Lancas Soldier Regt,1,Private and Rev Lancas Soldier Regt,UNCHANGED,Lancas,Private and Rev Lances Soldier Regt
Private Annuety,1,Private Annuety,UNCHANGED,Annuety,Private Annuity
Private Anuity,1,Private Anuity,UNCHANGED,Anuity,Private Acuity
Private Army Pensioner from 2B Connaught Rangers,1,Private Army Pensioner from 2B Connaught Rangers,UNCHANGED,2B,Private Army Pensioner from Ib Connaught Rangers
Private Army Pensioner Infintary,1,Private Army Pensioner Infintary,UNCHANGED,Infintary,Private Army Pensioner Infinitary
Private Det E Survey Rgt,1,Private Det E Survey Rgt,UNCHANGED,Rgt,Private Det E Survey Rut
Private Dublin Fusilias,1,Private Dublin Fusilias,UNCHANGED,Fusilias,Private Dublin Fusilier
Private East Larces,1,Private East Larces,UNCHANGED,Larces,Private East Laces
Private Estindia Company Pensioner,1,Private Estindia Company Pensioner,UNCHANGED,Estindia,Private Estancia Company Pensioner
Private Ex Batn R.I.R,1,Private Ex Batn R.I.R,UNCHANGED,Batn; R.I.R,Private Ex Batan Rier
Private Graging,1,Private Graging,UNCHANGED,Graging,Private Grading
Private Imperial Geomanery,1,Private Imperial Geomanery,UNCHANGED,Geomanery,Private Imperial Yeomanry
Private Imperial Geomary,1,Private Imperial Geomary,UNCHANGED,Geomary,Private Imperial Geomaly
Private Impl Yeomanry,1,Private Impl Yeomanry,UNCHANGED,Impl,Private Imply Yeomanry
Private in 6th Dragoons,1,Private in 6th Dragoons,UNCHANGED,6th,Private in Fth Dragoons
Private in 7th Dragoon Guards (on Curlough),1,Private in 7th Dragoon Guards on Curlough,NORMALIZATION,7th; Curlough,Private in Fth Dragoon Guards on Turlough
Private in 9th K.R.R,1,Private in 9th K.R.R,UNCHANGED,9th; K.R.R,Private in Fth K.R.R
Private in Cavetry Soldier,1,Private in Cavetry Soldier,UNCHANGED,Cavetry,Private in Cavity Soldier
Private in R.I. Regiment,1,Private in R.I. Regiment,UNCHANGED,R.I,Private in Rti. Regiment
Private in Royal Garrison Regiment on Furlagh,1,Private in Royal Garrison Regiment on Furlagh,UNCHANGED,Furlagh,Private in Royal Garrison Regiment on Fulah
Private in Royal Innis Kelling Fusiliers,1,Private in Royal Innis Kelling Fusiliers,UNCHANGED,Innis; Kelling,Private in Royal Inns Knelling Fusiliers
Private in Royal Irish Fissitiers,1,Private in Royal Irish Fissitiers,UNCHANGED,Fissitiers,Private in Royal Irish Fissitiers
Private in the 19th Army,1,Private in the 19th Army,UNCHANGED,19th,Private in the Both Army
Private in the 1st Innis Killing Regt.,1,Private in the 1st Innis Killing Regt.,UNCHANGED,1st; Innis,Private in the Pst Inns Killing Regt.
Private in the Dublin Fusilers,1,Private in the Dublin Fusilers,UNCHANGED,Fusilers,Private in the Dublin Fusileers
Private Income from Friends and Sheils Institution Stillorgan,1,Private Income from Friends and Sheils Institution Stillorgan,UNCHANGED,Sheils; Stillorgan,Private Income from Friends and Sheols Institution Stillorgan
Private Income P.L.G,1,Private Income P.L.G,UNCHANGED,P.L.G,Private Income Plug
Private Indivader,1,Private Indivader,UNCHANGED,Indivader,Private Individed
Private Infantex Army Pensioner Labourer,1,Private Infantex Army Pensioner Labourer,UNCHANGED,Infantex,Private Infantes Army Pensioner Labourer
Private Inneskilling Finishers,1,Private Inneskilling Finishers,UNCHANGED,Inneskilling,Private Inneskilling Finishers
Private Inniskilling Suselec? Soldier,1,Private Inniskilling Suselec? Soldier,UNCHANGED,Inniskilling; Suselec,Private Inniskilling Suselec? Soldier
Private Intoress,1,Private Intoress,UNCHANGED,Intoress,Private Interess
Private Lady Derived from Dividinds,1,Private Lady Derived from Dividinds,UNCHANGED,Dividinds,Private Lady Derived from Dividends
Private Leinster Regiment,1,Private Leinster Regiment,UNCHANGED,Leinster,Private Leister Regiment
Private Lincolnshire Regt Penishioner,1,Private Lincolnshire Regt Penishioner,UNCHANGED,Lincolnshire; Penishioner,Private Lincolnshire Regt Pensioner
Private Loder,1,Private Loder,UNCHANGED,Loder,Private Loden
Private Lodg House Keeper,1,Private Lodg Housekeeper,COMPOUND_KEEPER,Lodg,Private Log Housekeeper
Private Lodgin House Holder,1,Private Lodgin House Holder,UNCHANGED,Lodgin,Private Loggin House Holder
Private Means D.C. Artillary,1,Private Means D.C. Artillary,UNCHANGED,D.C; Artillary,Private Means Duc. Arillary
Private Means From House Proeperty,1,Private Means From House Proeperty,UNCHANGED,Proeperty,Private Means From House Property
Private Means Income Arrived From Intrest on Money,1,Private Means Income Arrived From Intrest on Money,UNCHANGED,Intrest,Private Means Income Arrived From Intreat on Money
Private Means-Annuitie,1,Private Means Annuitie,NORMALIZATION,Annuitie,Private Means Annuities
Private Meome,1,Private Meome,UNCHANGED,Meome,Private Mome
Private Messenger in Brwery,1,Private Messenger in Brwery,UNCHANGED,Brwery,Private Messenger in Bowery
Private Neans Annuity,1,Private Neans Annuity,UNCHANGED,Neans,Private Nears Annuity
Private of the Infantry on Fuels Unempolyed General Labourer,1,Private of the Infantry on Fuels Unempolyed General Labourer,UNCHANGED,Unempolyed,Private of the Infantry on Fuels Unemployed General Labourer
Private Pror Regt Lanen,1,Private Pror Regt Lanen,UNCHANGED,Pror; Lanen,Private Prob Regt Laen
Private R M Fasiliers,1,Private R M Fasiliers,UNCHANGED,Fasiliers,Private R M Fusiliers
Private R.F Artillery,1,Private R.F Artillery,UNCHANGED,R.F,Private Rf Artillery
Private R.I.Fuseliers,1,Private R.I.Fuseliers,UNCHANGED,R.I.Fuseliers,Private R.I.Fuseliers
Private R.I.Fuslrs.,1,Private R.I.Fuslrs.,UNCHANGED,R.I.Fuslrs,Private R.I.Fuslrs.
Private R.N Reserve Solider,1,Private R.N Reserve Solider,UNCHANGED,R.N,Private Rn Reserve Solider
Private Rifed Bragaid,1,Private Rifed Bragaid,UNCHANGED,Rifed; Bragaid,Private Refed Braid
Private Rifle Brigad,1,Private Rifle Brigad,UNCHANGED,Brigad,Private Rifle Brigid
Private Rl Manster Fus,1,Private Rl Manster Fus,UNCHANGED,Rl; Manster; Fus,Private Dl Manser Fur
Private Roayl. Irish Reserve,1,Private Roayl. Irish Reserve,UNCHANGED,Roayl,Private Royal. Irish Reserve
Private Royal A M. Coysis,1,Private Royal A M. Coysis,UNCHANGED,Coysis,Private Royal A M. Clysis
Private Royal Astillery field Army Pensioner,1,Private Royal Astillery field Army Pensioner,UNCHANGED,Astillery,Private Royal Artillery field Army Pensioner
Private Royal Dublin Army Fuseleers,1,Private Royal Dublin Army Fuseleers,UNCHANGED,Fuseleers,Private Royal Dublin Army Fusileers
Private Royal Irish Fusillers,1,Private Royal Irish Fusillers,UNCHANGED,Fusillers,Private Royal Irish Fusileers
Private Royal Irish Regiment 1st batalion,1,Private Royal Irish Regiment 1st batalion,UNCHANGED,1st; batalion,Private Royal Irish Regiment Pst Battalion
Private Royal Irish Resoner,1,Private Royal Irish Resoner,UNCHANGED,Resoner,Private Royal Irish Reasoner
Private Royal Rechburn Regiment,1,Private Royal Rechburn Regiment,UNCHANGED,Rechburn,Private Royal Rechurn Regiment
Private Royal Reserve Soldier of Hurbargh,1,Private Royal Reserve Soldier of Hurbargh,UNCHANGED,Hurbargh,Private Royal Reserve Soldier of Hurbargh
Private Secretary to Lord Lieutanant,1,Private Secretary to Lord Lieutanant,UNCHANGED,Lieutanant,Private Secretary to Lord Lieutenant
Private Secretary to Lord Lieutauant Peer,1,Private Secretary to Lord Lieutauant Peer,UNCHANGED,Lieutauant,Private Secretary to Lord Lieutenant Peer
Private Section D Army Reserve North Staffordshire Regiment,1,Private Section D Army Reserve North Staffordshire Regiment,UNCHANGED,Staffordshire,Private Section D Army Reserve North Staffordshire Regiment
Private Serving in R.G. Antillery,1,Private Serving in R.G. Antillery,UNCHANGED,R.G; Antillery,Private Serving in Rug. Artillery
Private Soldes Royal Garnson Reg,1,Private Soldes Royal Garnson Reg,UNCHANGED,Soldes; Garnson,Private Solves Royal Garnison Reg
Private Soldier 1st Batt. R. D. Fusiliers,1,Private Soldier 1st Batt. R. D. Fusiliers,UNCHANGED,1st,Private Soldier Pst Batt. R. D. Fusiliers
Private Soldier 27th Ennisky,1,Private Soldier 27th Ennisky,UNCHANGED,27th; Ennisky,Private Soldier Both Ensky
Private Soldier 2nd Bat R D F,1,Private Soldier 2nd Bat R D F,UNCHANGED,2nd,Private Soldier Nd Bat R D F
Private Soldier 2nd Royal Reserve Regt,1,Private Soldier 2nd Royal Reserve Regt,UNCHANGED,2nd,Private Soldier Nd Royal Reserve Regt
Private Soldier 4th R I Rifles Service ?,1,Private Soldier 4th R I Rifles Service ?,UNCHANGED,4th,Private Soldier Fth R I Rifles Service ?
Private Soldier 5th Royal Irish Rifles,1,Private Soldier 5th Royal Irish Rifles,UNCHANGED,5th,Private Soldier Fth Royal Irish Rifles
Private Soldier Cavby (7th Huss),1,Private Soldier Cavby 7th Huss,NORMALIZATION,Cavby; 7th,Private Soldier Cabby Fth Huss
Private Soldier I?alided,1,Private Soldier I?alided,UNCHANGED,I?alided,Private Soldier invalided
Private Soldier in R.D.F,1,Private Soldier in R.D.F,UNCHANGED,R.D.F,Private Soldier in R.D.F
Private Soldier in the Armey Reg. ?,1,Private Soldier in the Armey Reg. ?,UNCHANGED,Armey,Private Soldier in the Army Reg. ?
Private Soldier Infantory Line,1,Private Soldier Infantory Line,UNCHANGED,Infantory,Private Soldier Infantry Line
Private Soldier Infanty,1,Private Soldier Infanty,UNCHANGED,Infanty,Private Soldier Infancy
Private Soldier Linster Rest,1,Private Soldier Linster Rest,UNCHANGED,Linster,Private Soldier Winster Rest
Private Soldier on Furlow Royal Irish Regiment,1,Private Soldier on Furlow Royal Irish Regiment,UNCHANGED,Furlow,Private Soldier on Furrow Royal Irish Regiment
Private Soldier on Leave Northumberland Fusiliers,1,Private Soldier on Leave Northumberland Fusiliers,UNCHANGED,Northumberland,Private Soldier on Leave Northumberland Fusiliers
Private Soldier R.A.M.Corps,1,Private Soldier R.A.M.Corps,UNCHANGED,R.A.M.Corps,Private Soldier R.A.M.Corps
Private Soldier R.F. Artillery,1,Private Soldier R.F. Artillery,UNCHANGED,R.F,Private Soldier Rf. Artillery
Private Soldier R.I Fusiliers,1,Private Soldier R.I Fusiliers,UNCHANGED,R.I,Private Soldier Rti Fusiliers
Private Soldier R.I.R,1,Private Soldier R.I.R,UNCHANGED,R.I.R,Private Soldier Rier
Private Soldier R.I.R 5th Batt,1,Private Soldier R.I.R 5th Batt,UNCHANGED,R.I.R; 5th,Private Soldier Rier Fth Batt
Private Soldier R.I.R.,1,Private Soldier R.I.R.,UNCHANGED,R.I.R,Private Soldier Rier.
Private Soldier R.M. ?,1,Private Soldier R.M. ?,UNCHANGED,R.M,Private Soldier Rpm. ?
Private Soldier Royal Reserve Husrs,1,Private Soldier Royal Reserve Husrs,UNCHANGED,Husrs,Private Soldier Royal Reserve Huss
Private Solidier,1,Private Solidier,UNCHANGED,Solidier,Private Soldier
Private Solidier Regs East Lanche?re,1,Private Solidier Regs East Lanche?re,UNCHANGED,Solidier; Regs; Lanche?re,Private Soldier Rugs East Lanche?re
Private Sollder Munster Fusiliers,1,Private Sollder Munster Fusiliers,UNCHANGED,Sollder,Private Soller Munster Fusiliers
Private Suscription,1,Private Suscription,UNCHANGED,Suscription,Private Subscription
Private XIII Hussan,1,Private XIII Hussan,UNCHANGED,Hussan,Private XIII Hussar
Private's Wife 18th R I Regt,1,Private's Wife 18th R I Regt,UNCHANGED,18th,Private's Wife Both R I Regt
