occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Commercial Traveller (Wollens),1,Commercial Traveller Wollens,NORMALIZATION,Wollens,Commercial Traveller Woollens
Commercial Traveller (Woolens),1,Commercial Traveller Woolens,NORMALIZATION,Woolens,Commercial Traveller Woollens
Commercial Traveller Brewary,1,Commercial Traveller Brewary,UNCHANGED,Brewary,Commercial Traveller Brewery
Commercial Traveller Drapary,1,Commercial Traveller Drapary,STANDARD,Drapary,Commercial Traveller Drapery
Commercial Traveller Draprey,1,Commercial Traveller Draprey,UNCHANGED,Draprey,Commercial Traveller Drapery
Commercial Traveller Floar,1,Commercial Traveller Floar,UNCHANGED,Floar,Commercial Traveller Flour
Commercial Traveller Winn,1,Commercial Traveller Winn,UNCHANGED,Winn,Commercial Traveller Wine
Commercial Travelor,1,Commercial Travelor,UNCHANGED,Travelor,Commercial Traveller
Commercial Treveller,1,Commercial Treveller,UNCHANGED,Treveller,Commercial Traveller
Commerciel Traveller,1,Commerciel Traveller,UNCHANGED,Commerciel,Commercial Traveller
Commerial Clerk Printing,1,Commerial Clerk Printing,UNCHANGED,Commerial,Commercial Clerk Printing
Commerical Accountant,1,Commerical Accountant,UNCHANGED,Commerical,Commercial Accountant
Commerical Clerk Brewery,1,Commerical Clerk Brewery,UNCHANGED,Commerical,Commercial Clerk Brewery
Commerical Clerk Grocer,1,Commerical Clerk Grocer,UNCHANGED,Commerical,Commercial Clerk Grocer
Commerical Clerk Grocery,1,Commerical Clerk Grocery,UNCHANGED,Commerical,Commercial Clerk Grocery
Commerical Clerk Ironmongery,1,Commerical Clerk Ironmongery,UNCHANGED,Commerical,Commercial Clerk Ironmongery
Commerical Clerk Timber,1,Commerical Clerk Timber,UNCHANGED,Commerical,Commercial Clerk Timber
Commerical Travellor,1,Commerical Travellor,UNCHANGED,Commerical; Travellor,Commercial Traveller
Commericel Clerk,1,Commericel Clerk,UNCHANGED,Commericel,Commercial Clerk
Commericial Traveller Tobacco,1,Commericial Traveller Tobacco,UNCHANGED,Commericial,Commercial Traveller Tobacco
Commersial Traveller,1,Commersial Traveller,UNCHANGED,Commersial,Commercial Traveller
Compasitory Printer,1,Compasitory Printer,UNCHANGED,Compasitory,Compositor Printer
Composetor-Unemployed,1,Composetor Unemployed,NORMALIZATION,Composetor,Compositor Unemployed
Compostor (Printe),1,Compostor Printe,NORMALIZATION,Compostor; Printe,Compositor Printer
Confectiner Assistant,1,Confectiner Assistant,UNCHANGED,Confectiner,Confectioner Assistant
Confectonars Assintant,1,Confectonars Assintant,UNCHANGED,Confectonars; Assintant,Confectioners Assistant
Confictioners Assistant,1,Confictioners Assistant,UNCHANGED,Confictioners,Confectioners Assistant
Conslable R.I.C,1,Conslable R.I.C,UNCHANGED,Conslable,Constable R.I.C
Const R I Consabulary,1,Const R I Consabulary,UNCHANGED,Consabulary,Const R I Constabulary
Const R I Constabalary,1,Const R I Constabalary,UNCHANGED,Constabalary,Const R I Constabulary
Const R I Constabulay,1,Const R I Constabulay,UNCHANGED,Constabulay,Const R I Constabulary
Const R.P.L,1,Const R.P.L,UNCHANGED,R.P.L,Const R.I.C
Constabel R.I.C.,1,Constabel R.I.C.,UNCHANGED,Constabel,Constable R.I.C.
Constable D.M.C,1,Constable D.M.C,UNCHANGED,D.M.C,Constable R.I.C
Constable R. I. Constabulory,1,Constable R. I. Constabulory,UNCHANGED,Constabulory,Constable R. I. Constabulary
Constable R.J.C,1,Constable R.J.C,UNCHANGED,R.J.C,Constable R.I.C
Constable R:I:C,1,Constable R:I:C,UNCHANGED,R:I:C,Constable R.I.C
Constable Royal Irish Constsbulary,1,Constable Royal Irish Constsbulary,UNCHANGED,Constsbulary,Constable Royal Irish Constabulary
Constable Royal Irish Constubalary,1,Constable Royal Irish Constubalary,UNCHANGED,Constubalary,Constable Royal Irish Constabulary
Constabler R. I. Constabulary,1,Constabler R. I. Constabulary,UNCHANGED,Constabler,Constable R. I. Constabulary
Constabley Royal Irish Constabulery,1,Constabley Royal Irish Constabulery,UNCHANGED,Constabley; Constabulery,Constable Royal Irish Constabulary
Consteble R.I.C.,1,Consteble R.I.C.,UNCHANGED,Consteble,Constable R.I.C.
Coochman,1,Coochman,UNCHANGED,Coochman,Coachman
Coochman - D Servant,1,Coochman D Servant,NORMALIZATION,Coochman,Coachman D Servant
Coochman Domestic Servant,1,Coochman Domestic Servant,STANDARD,Coochman,Coachman Domestic Servant
Coochman-Domestic Servant,1,Coochman Domestic Servant,NORMALIZATION,Coochman,Coachman Domestic Servant
Coock - Domestic,1,Coock Domestic,NORMALIZATION,Coock,Cook Domestic
Cook (Domc Servt),1,Cook Domc Servant,ABBREVIATION; NORMALIZATION,Domc,Cook Dom Servant
Cook - Domestic Servatn,1,Cook Domestic Servatn,NORMALIZATION,Servatn,Cook Domestic Servant
Cook - Domestic Svt,1,Cook Domestic Svt,NORMALIZATION,Svt,Cook Domestic St
Cook D. Serveant,1,Cook D. Serveant,UNCHANGED,Serveant,Cook D. Servant
Cook Deomestic Ser,1,Cook Deomestic Ser,UNCHANGED,Deomestic,Cook Domestic Ser
Cook Doemstic Servant,1,Cook Doemstic Servant,UNCHANGED,Doemstic,Cook Domestic Servant
Cook Dom Sev,1,Cook Dom Sev,UNCHANGED,Sev,Cook Dom Ser
Cook Dom Sevt,1,Cook Dom Sevt,STANDARD,Sevt,Cook Dom Sert
Cook Domc Servant,1,Cook Domc Servant,STANDARD,Domc,Cook Dom Servant
Cook Domc Servt,1,Cook Domc Servant,ABBREVIATION,Domc,Cook Dom Servant
Cook Domestack Servant,1,Cook Domestack Servant,UNCHANGED,Domestack,Cook Domestic Servant
Cook Domestck Servant,1,Cook Domestck Servant,UNCHANGED,Domestck,Cook Domestic Servant
Cook Domesti Servan,1,Cook Domesti Servan,UNCHANGED,Domesti; Servan,Cook Domestic Servant
Cook Domestic Serant,1,Cook Domestic Serant,UNCHANGED,Serant,Cook Domestic Servant
Cook Domestic Serrnt,1,Cook Domestic Serrnt,UNCHANGED,Serrnt,Cook Domestic Servant
Cook Domestic Serva,1,Cook Domestic Serva,UNCHANGED,Serva,Cook Domestic Serv
Cook Domestic Servant Unemployes,1,Cook Domestic Servant Unemployes,UNCHANGED,Unemployes,Cook Domestic Servant Unemployed
Cook Domestic Servn,1,Cook Domestic Servn,UNCHANGED,Servn,Cook Domestic Serv
Cook Domestic Sev,1,Cook Domestic Sev,UNCHANGED,Sev,Cook Domestic Ser
Cook Domestic Sevant,1,Cook Domestic Sevant,STANDARD,Sevant,Cook Domestic Servant
Cook Domestic Sevnt,1,Cook Domestic Sevnt,UNCHANGED,Sevnt,Cook Domestic Sent
Cook Domestick,1,Cook Domestick,UNCHANGED,Domestick,Cook Domestic
Cook Domestick S,1,Cook Domestick S,UNCHANGED,Domestick,Cook Domestic S
Cook Domestick Servt,1,Cook Domestick Servant,ABBREVIATION,Domestick,Cook Domestic Servant
Cook Domestis Servant,1,Cook Domestis Servant,UNCHANGED,Domestis,Cook Domestic Servant
Cook Dometic,1,Cook Dometic,UNCHANGED,Dometic,Cook Domestic
Cook Dometic Servant,1,Cook Dometic Servant,STANDARD,Dometic,Cook Domestic Servant
Cook Domistic,1,Cook Domistic,UNCHANGED,Domistic,Cook Domestic
Cook Domstc Servt,1,Cook Domstc Servant,ABBREVIATION,Domstc,Cook Domestic Servant
Cook Domstc Servt Unemployed,1,Cook Domstc Servant Unemployed,ABBREVIATION,Domstc,Cook Domestic Servant Unemployed
Cook Domstic Servant,1,Cook Domstic Servant,UNCHANGED,Domstic,Cook Domestic Servant
Cook Domt Servant,1,Cook Domt Servant,STANDARD,Domt,Cook Dom Servant
Cook in Restaurent,1,Cook in Restaurent,UNCHANGED,Restaurent,Cook in Restaurant
Cook Unimployed,1,Cook Unimployed,UNCHANGED,Unimployed,Cook Unemployed
Cook-Dom Sevt,1,Cook Dom Sevt,NORMALIZATION,Sevt,Cook Dom Sert
Cook-Domc-Servt,1,Cook Domc Servant,ABBREVIATION; NORMALIZATION,Domc,Cook Dom Servant
Cook-Domesic Servant,1,Cook Domesic Servant,NORMALIZATION,Domesic,Cook Domestic Servant
Cook-Domestc Servant,1,Cook Domestc Servant,NORMALIZATION,Domestc,Cook Domestic Servant
Cook-Domestic Servat,1,Cook Domestic Servat,NORMALIZATION,Servat,Cook Domestic Servant
Cook-Domestic Sevant,1,Cook Domestic Sevant,NORMALIZATION,Sevant,Cook Domestic Servant
Cook-Domestic Srt,1,Cook Domestic Srt,NORMALIZATION,Srt,Cook Domestic St
Cook-Domestik S,1,Cook Domestik S,NORMALIZATION,Domestik,Cook Domestic S
Cook-Dometic Servant,1,Cook Dometic Servant,NORMALIZATION,Dometic,Cook Domestic Servant
Cooke (Domestic),1,Cooke Domestic,NORMALIZATION,Cooke,Cook Domestic
Cooke D S,1,Cooke D S,UNCHANGED,Cooke,Cook D S
Cooke Domestic Servt,1,Cooke Domestic Servant,ABBREVIATION,Cooke,Cook Domestic Servant
Cooke Domestice,1,Cooke Domestice,UNCHANGED,Cooke; Domestice,Cook Domestic
Cooke Servant Domestic,1,Cooke Domestic Servant,WORD_ORDER,Cooke,Cook Domestic Servant
"Cooke, Domestic Servant",1,"Cooke, Domestic Servant",STANDARD,Cooke,"Cook, Domestic Servant"
Cooke-Domestic,1,Cooke Domestic,NORMALIZATION,Cooke,Cook Domestic
Cookl-Domestic Servant,1,Cookl Domestic Servant,NORMALIZATION,Cookl,Cook Domestic Servant
Cooper Apprentier,1,Cooper Apprentier,UNCHANGED,Apprentier,Cooper Apprentice
Cooper Jaurneyman,1,Cooper Jaurneyman,UNCHANGED,Jaurneyman,Cooper Journeyman
Copenter,1,Copenter,UNCHANGED,Copenter,Carpenter
Corch Painter,1,Corch Painter,UNCHANGED,Corch,Coach Painter
Cork Cuttor,1,Cork Cuttor,UNCHANGED,Cuttor,Cork Cutter
Corn Marchant,1,Corn Marchant,UNCHANGED,Marchant,Corn Merchant
Corn Porther,1,Corn Porther,UNCHANGED,Porther,Corn Porter
Corpenter Aprentice,1,Corpenter Aprentice,UNCHANGED,Corpenter; Aprentice,Carpenter Apprentice
Corpenter Master,1,Corpenter Master,UNCHANGED,Corpenter,Carpenter Master
Corpenter Uneployed,1,Corpenter Uneployed,UNCHANGED,Corpenter; Uneployed,Carpenter Unemployed
Corpoation Labourer,1,Corpoation Labourer,UNCHANGED,Corpoation,Corporation Labourer
Corporation Labouer,1,Corporation Labouer,UNCHANGED,Labouer,Corporation Labourer
Corporation Laboure,1,Corporation Laboure,UNCHANGED,Laboure,Corporation Labourer
Corporation Labouror,1,Corporation Labouror,UNCHANGED,Labouror,Corporation Labourer
Corpositor Printer,1,Corpositor Printer,UNCHANGED,Corpositor,Compositor Printer
Corpotation Labourer,1,Corpotation Labourer,UNCHANGED,Corpotation,Corporation Labourer
Corpotion Labourer,1,Corpotion Labourer,UNCHANGED,Corpotion,Corporation Labourer
Corter Domestic Servt,1,Corter Domestic Servant,ABBREVIATION,Corter,Porter Domestic Servant
Cottan Winder,1,Cottan Winder,UNCHANGED,Cottan,Cotton Winder
Cotten Spiner,1,Cotten Spiner,UNCHANGED,Cotten; Spiner,Cotton Spinner
Cotten Spinner,1,Cotten Spinner,UNCHANGED,Cotten,Cotton Spinner
Cotten Weaver in Mill,1,Cotten Weaver in Mill,UNCHANGED,Cotten,Cotton Weaver in Mill
Cotten Weavor,1,Cotten Weavor,UNCHANGED,Cotten; Weavor,Cotton Weaver
Cotton Spinne,1,Cotton Spinne,UNCHANGED,Spinne,Cotton Spinner
Cotton Weavor,1,Cotton Weavor,UNCHANGED,Weavor,Cotton Weaver
Cotton Weover,1,Cotton Weover,UNCHANGED,Weover,Cotton Weaver
Cotton Windes,1,Cotton Windes,UNCHANGED,Windes,Cotton Winder
Cotton Woaver,1,Cotton Woaver,UNCHANGED,Woaver,Cotton Weaver
Cottor Weaver,1,Cottor Weaver,UNCHANGED,Cottor,Cotton Weaver
Couchman-Domestic Servant,1,Couchman Domestic Servant,NORMALIZATION,Couchman,Coachman Domestic Servant
Coultry Dealer,1,Coultry Dealer,UNCHANGED,Coultry,Poultry Dealer
Courte Keeper,1,Courte Keeper,UNCHANGED,Courte,Court Keeper
Coustable R.I.C,1,Coustable R.I.C,UNCHANGED,Coustable,Constable R.I.C
Crambrick Weaver,1,Crambrick Weaver,UNCHANGED,Crambrick,Cambrick Weaver
Crerk,1,Crerk,UNCHANGED,Crerk,Clerk
Crocer and Spirit Dealer,1,Crocer and Spirit Dealer,UNCHANGED,Crocer,Grocer and Spirit Dealer
Crocer's Assistant,1,Crocer's Assistant,UNCHANGED,Crocer's,Grocer's Assistant
Crocer's Porter,1,Crocer's Porter,UNCHANGED,Crocer's,Grocer's Porter
Crochel Worker,1,Crochel Worker,UNCHANGED,Crochel,Crochet Worker
Crochett Worker,1,Crochett Worker,UNCHANGED,Crochett,Crochet Worker
Crrand Boy,1,Crrand Boy,UNCHANGED,Crrand,Errand Boy
Curk Cutter,1,Curk Cutter,UNCHANGED,Curk,Cork Cutter
D Servan Gardener,1,D Servan Gardener,UNCHANGED,Servan,D Servant Gardener
D Servent Coachman,1,D Servent Coachman,UNCHANGED,Servent,D Servant Coachman
D.M.C. Pensioner,1,D.M.C. Pensioner,UNCHANGED,D.M.C,R.I.C. Pensioner
D.Servant,1,D.Servant,UNCHANGED,D.Servant,Servant
Daery-Maid,1,Daery Maid,NORMALIZATION,Daery,Dairy Maid
Daffer (Mill),1,Daffer Mill,NORMALIZATION,Daffer,Doffer Mill
Daffer Flax,1,Daffer Flax,UNCHANGED,Daffer,Doffer Flax
Dairdresser,1,Dairdresser,UNCHANGED,Dairdresser,Hairdresser
Dairey Labourer,1,Dairey Labourer,UNCHANGED,Dairey,Dairy Labourer
Dairey Maid,1,Dairey Maid,STANDARD,Dairey,Dairy Maid
Dairey Woman,1,Dairey Woman,UNCHANGED,Dairey,Dairy Woman
Dairey-Maid,1,Dairey Maid,NORMALIZATION,Dairey,Dairy Maid
Dairy Keper,1,Dairy Keper,UNCHANGED,Keper,Dairy Keeper
Dairy Kepper,1,Dairy Kepper,UNCHANGED,Kepper,Dairy Keeper
Dairy Maid Domestick,1,Dairy Maid Domestick,UNCHANGED,Domestick,Dairy Maid Domestic
Dairy Maid Domstic Servt,1,Dairy Maid Domstic Servant,ABBREVIATION,Domstic,Dairy Maid Domestic Servant
Dairy Maid-Domesitc Servant,1,Dairy Maid Domesitc Servant,NORMALIZATION,Domesitc,Dairy Maid Domestic Servant
Dairy Mard,1,Dairy Mard,UNCHANGED,Mard,Dairy Maid
Dairy Miad,1,Dairy Miad,UNCHANGED,Miad,Dairy Maid
Dairy Owener,1,Dairy Owener,UNCHANGED,Owener,Dairy Owner
Dairymaid Domestic Serant,1,Dairymaid Domestic Serant,UNCHANGED,Serant,Dairymaid Domestic Servant
Dairysmaid-Domestic Servant,1,Dairysmaid Domestic Servant,NORMALIZATION,Dairysmaid,Dairymaid Domestic Servant
Damask Ornamentar,1,Damask Ornamentar,UNCHANGED,Ornamentar,Damask Ornamentor
Damask Weavour,1,Damask Weavour,UNCHANGED,Weavour,Damask Weaver
Damesk Wever,1,Damesk Wever,UNCHANGED,Damesk; Wever,Damask Weaver
Damestic Servant,1,Damestic Servant,UNCHANGED,Damestic,Domestic Servant
Damook Weaver,1,Damook Weaver,UNCHANGED,Damook,Damask Weaver
Damusk Weaver,1,Damusk Weaver,UNCHANGED,Damusk,Damask Weaver
Danask Weaver,1,Danask Weaver,UNCHANGED,Danask,Damask Weaver
Daper Merchant,1,Daper Merchant,UNCHANGED,Daper,Draper Merchant
Daper Pedlor,1,Daper Pedlor,UNCHANGED,Daper; Pedlor,Draper Pedlar
Daper Weaver,1,Daper Weaver,UNCHANGED,Daper,Draper Weaver
Daper's Apprentice,1,Daper's Apprentice,UNCHANGED,Daper's,Draper's Apprentice
Dapers Messenger,1,Dapers Messenger,UNCHANGED,Dapers,Drapers Messenger
Daraper Assistant,1,Daraper Assistant,UNCHANGED,Daraper,Draper Assistant
Darask Weaver,1,Darask Weaver,UNCHANGED,Darask,Damask Weaver
Darmask Weaver,1,Darmask Weaver,UNCHANGED,Darmask,Damask Weaver
Darry Keeper,1,Darry Keeper,UNCHANGED,Darry,Dairy Keeper
Darrymaid Domestic Servant,1,Darrymaid Domestic Servant,UNCHANGED,Darrymaid,Dairymaid Domestic Servant
Dary - Keeper,1,Dary Keeper,NORMALIZATION,Dary,Dairy Keeper
Dary Boy,1,Dary Boy,UNCHANGED,Dary,Dairy Boy
Dary Woman,1,Dary Woman,UNCHANGED,Dary,Dairy Woman
Darymaid Domestic Servant,1,Darymaid Domestic Servant,UNCHANGED,Darymaid,Dairymaid Domestic Servant
Darymaid Domisetic Servant,1,Darymaid Domisetic Servant,UNCHANGED,Darymaid; Domisetic,Dairymaid Domestic Servant
Dawer In,1,Dawer In,UNCHANGED,Dawer,Drawer In
Dawer in Mill,1,Dawer in Mill,UNCHANGED,Dawer,Drawer in Mill
Deale Gen,1,Deale Gen,STANDARD,Deale,Dealer Gen
Dealer (Towl),1,Dealer Towl,NORMALIZATION,Towl,Dealer Fowl
Dealer - Clother,1,Dealer Clother,NORMALIZATION,Clother,Dealer Clothes
Dealer Fawl,1,Dealer Fawl,UNCHANGED,Fawl,Dealer Fowl
Dealer Pedlor,1,Dealer Pedlor,UNCHANGED,Pedlor,Dealer Pedlar
Dealer-Vegitables,1,Dealer Vegitables,NORMALIZATION,Vegitables,Dealer Vegetables
Dealoe Gen,1,Dealoe Gen,UNCHANGED,Dealoe,Dealer Gen
Dealor Fish,1,Dealor Fish,UNCHANGED,Dealor,Dealer Fish
Deffer in Mill,1,Deffer in Mill,UNCHANGED,Deffer,Doffer in Mill
Degetable Dealer,1,Degetable Dealer,UNCHANGED,Degetable,Vegetable Dealer
Demestick Servant,1,Demestick Servant,UNCHANGED,Demestick,Domestic Servant
Despinsary Caretaker,1,Despinsary Caretaker,UNCHANGED,Despinsary,Dispensary Caretaker
Diaryman's Son,1,Diaryman's Son,UNCHANGED,Diaryman's,Dairyman's Son
Dirinity Student,1,Dirinity Student,UNCHANGED,Dirinity,Divinity Student
Disfillery Labourer,1,Disfillery Labourer,UNCHANGED,Disfillery,Distillery Labourer
Dispansary Cartaker,1,Dispansary Cartaker,UNCHANGED,Dispansary; Cartaker,Dispensary Caretaker
Disstillery Labourer,1,Disstillery Labourer,UNCHANGED,Disstillery,Distillery Labourer
Disterlery Labourer,1,Disterlery Labourer,UNCHANGED,Disterlery,Distillery Labourer
Distillary Labouer,1,Distillary Labouer,UNCHANGED,Distillary; Labouer,Distillery Labourer
Distillary Labourer,1,Distillary Labourer,UNCHANGED,Distillary,Distillery Labourer
Distillery Labrourer,1,Distillery Labrourer,UNCHANGED,Labrourer,Distillery Labourer
Distllery Labourer,1,Distllery Labourer,UNCHANGED,Distllery,Distillery Labourer
Divinety Student,1,Divinety Student,UNCHANGED,Divinety,Divinity Student
Dmestic Servant,1,Dmestic Servant,UNCHANGED,Dmestic,Domestic Servant
Doch Laborer,1,Doch Labourer,AMERICAN_SPELLING,Doch,Dock Labourer
Dock Laboaurer,1,Dock Laboaurer,UNCHANGED,Laboaurer,Dock Labourer
Dock Laboeror,1,Dock Laboeror,UNCHANGED,Laboeror,Dock Labourer
Dock Laborur,1,Dock Laborur,UNCHANGED,Laborur,Dock Labour
Dock Labouor,1,Dock Labouor,UNCHANGED,Labouor,Dock Labour
Dock Labourerer,1,Dock Labourerer,UNCHANGED,Labourerer,Dock Labourer
Dock Labreour,1,Dock Labreour,UNCHANGED,Labreour,Dock Labour
Dock Labrourer,1,Dock Labrourer,UNCHANGED,Labrourer,Dock Labourer
Dock Laoourer,1,Dock Laoourer,UNCHANGED,Laoourer,Dock Labourer
Dock Larbourer,1,Dock Larbourer,UNCHANGED,Larbourer,Dock Labourer
Dock Laubourer,1,Dock Laubourer,UNCHANGED,Laubourer,Dock Labourer
Dock Lobourer,1,Dock Lobourer,UNCHANGED,Lobourer,Dock Labourer
Doctor Medcine,1,Doctor Medcine,UNCHANGED,Medcine,Doctor Medicine
Doctor-General Practitionar,1,Doctor General Practitionar,NORMALIZATION,Practitionar,Doctor General Practitioner
Doestic Serant,1,Doestic Serant,UNCHANGED,Doestic; Serant,Domestic Servant
Dofer (Flax Mill),1,Dofer Flax Mill,NORMALIZATION,Dofer,Doffer Flax Mill
Dofer Flax,1,Dofer Flax,UNCHANGED,Dofer,Doffer Flax
Dofer in Spinning Mill,1,Dofer in Spinning Mill,UNCHANGED,Dofer,Doffer in Spinning Mill
Doffar in Spinning Mill,1,Doffar in Spinning Mill,UNCHANGED,Doffar,Doffer in Spinning Mill
Doffar Mill Worker,1,Doffar Mill Worker,UNCHANGED,Doffar,Doffer Mill Worker
Doffe Linen Mill Worker,1,Doffe Linen Mill Worker,UNCHANGED,Doffe,Doffer Linen Mill Worker
Doffer Flox,1,Doffer Flox,UNCHANGED,Flox,Doffer Flax
Doffer in Spinnin Mill,1,Doffer in Spinnin Mill,UNCHANGED,Spinnin,Doffer in Spinning Mill
Doffor Yarn,1,Doffor Yarn,UNCHANGED,Doffor,Doffer Yarn
Doffr in Mill,1,Doffr in Mill,UNCHANGED,Doffr,Doffer in Mill
Dolfer Mill,1,Dolfer Mill,UNCHANGED,Dolfer,Doffer Mill
Dolk Labourer,1,Dolk Labourer,UNCHANGED,Dolk,Dock Labourer
Domc Servant Housemaid,1,Domc Servant Housemaid,UNCHANGED,Domc,Dom Servant Housemaid
Domc Servant Kitchenmaid,1,Domc Servant Kitchenmaid,UNCHANGED,Domc,Dom Servant Kitchenmaid
Domc Servant Nurse,1,Domc Servant Nurse,UNCHANGED,Domc,Dom Servant Nurse
Domc Servant-Cook,1,Domc Servant Cook,NORMALIZATION,Domc,Dom Servant Cook
Domeitc Servant,1,Domeitc Servant,UNCHANGED,Domeitc,Domestic Servant
Domescit Servant,1,Domescit Servant,UNCHANGED,Domescit,Domestic Servant
Domestck Servant,1,Domestck Servant,UNCHANGED,Domestck,Domestic Servant
Domesti Servan,1,Domesti Servan,UNCHANGED,Domesti; Servan,Domestic Servant
Domesti Servant,1,Domesti Servant,UNCHANGED,Domesti,Domestic Servant
Domestic Cok,1,Domestic Cok,UNCHANGED,Cok,Domestic Cook
Domestic G.Servant,1,Domestic G.Servant,UNCHANGED,G.Servant,Domestic Servant
Domestic Garderner Servant,1,Domestic Garderner Servant,UNCHANGED,Garderner,Domestic Gardener Servant
Domestic Generlal,1,Domestic Generlal,UNCHANGED,Generlal,Domestic General
Domestic Houshold,1,Domestic Houshold,UNCHANGED,Houshold,Domestic Household
Domestic Housmaid,1,Domestic Housmaid,UNCHANGED,Housmaid,Domestic Housemaid
Domestic Nurce,1,Domestic Nurce,UNCHANGED,Nurce,Domestic Nurse
Domestic Parlor Maid,1,Domestic Parlor Maid,UNCHANGED,Parlor,Domestic Parlour Maid
Domestic Serevant,1,Domestic Serevant,UNCHANGED,Serevant,Domestic Servant
Domestic Serfant,1,Domestic Serfant,UNCHANGED,Serfant,Domestic Servant
Domestic Sergant,1,Domestic Sergant,UNCHANGED,Sergant,Domestic Servant
Domestic Seroant,1,Domestic Seroant,UNCHANGED,Seroant,Domestic Servant
Domestic Servan Housemaid,1,Domestic Servan Housemaid,UNCHANGED,Servan,Domestic Servant Housemaid
Domestic Servand,1,Domestic Servand,UNCHANGED,Servand,Domestic Servant
Domestic Servanet,1,Domestic Servanet,UNCHANGED,Servanet,Domestic Servant
Domestic Servans,1,Domestic Servans,UNCHANGED,Servans,Domestic Servant
Domestic Servant Buttler,1,Domestic Servant Buttler,UNCHANGED,Buttler,Domestic Servant Butler
Domestic Servant Corter,1,Domestic Servant Corter,UNCHANGED,Corter,Domestic Servant Porter
Domestic Servant Famer,1,Domestic Servant Famer,UNCHANGED,Famer,Domestic Servant Farmer
Domestic Servant Gardnor,1,Domestic Servant Gardnor,UNCHANGED,Gardnor,Domestic Servant Gardner
Domestic Servant Genel,1,Domestic Servant Genel,UNCHANGED,Genel,Domestic Servant Genl
Domestic Servant General Unemployor,1,General Domestic Servant Unemployor,WORD_ORDER,Unemployor,General Domestic Servant Unemployed
Domestic Servant Groome,1,Domestic Servant Groome,UNCHANGED,Groome,Domestic Servant Groom
Domestic Servant Hmaid,1,Domestic Servant Hmaid,UNCHANGED,Hmaid,Domestic Servant Maid
Domestic Servant House and Parlor Maid,1,Domestic Servant House and Parlor Maid,UNCHANGED,Parlor,Domestic Servant House and Parlour Maid
Domestic Servant Houskeeper,1,Domestic Servant Houskeeper,UNCHANGED,Houskeeper,Domestic Servant Housekeeper
Domestic Servant Kithen Maid,1,Domestic Servant Kithen Maid,UNCHANGED,Kithen,Domestic Servant Kitchen Maid
Domestic Servant Laundary Maid,1,Domestic Servant Laundary Maid,UNCHANGED,Laundary,Domestic Servant Laundry Maid
Domestic Servant Nurs,1,Domestic Servant Nurs,UNCHANGED,Nurs,Domestic Servant Nurse
Domestic Servant Out of Employement,1,Domestic Servant Out of Employement,STANDARD,Employement,Domestic Servant Out of Employment
Domestic Servant Out of Unployment,1,Domestic Servant Out of Unployment,UNCHANGED,Unployment,Domestic Servant Out of Employment
Domestic Servant Parlout Maid,1,Domestic Servant Parlout Maid,UNCHANGED,Parlout,Domestic Servant Parlour Maid
Domestic Servant Porlour Maid,1,Domestic Servant Porlour Maid,UNCHANGED,Porlour,Domestic Servant Parlour Maid
Domestic Servant Unemploied,1,Domestic Servant Unemploied,UNCHANGED,Unemploied,Domestic Servant Unemployed
Domestic Servant Unemplyed,1,Domestic Servant Unemplyed,UNCHANGED,Unemplyed,Domestic Servant Unemployed
Domestic Servant Valit,1,Domestic Servant Valit,UNCHANGED,Valit,Domestic Servant Valet
Domestic Servant-(Parlor Maid,1,Domestic Servant Parlor Maid,NORMALIZATION,Parlor,Domestic Servant Parlour Maid
Domestic Servant-Coachmaid,1,Domestic Servant Coachmaid,NORMALIZATION,Coachmaid,Domestic Servant Coachman
Domestic Servant-Gardiner,1,Domestic Servant Gardiner,NORMALIZATION,Gardiner,Domestic Servant Gardener
Domestic Servant-Parlor Maid,1,Domestic Servant Parlor Maid,NORMALIZATION,Parlor,Domestic Servant Parlour Maid
Domestic Servat Kitchen Maid,1,Domestic Servat Kitchen Maid,UNCHANGED,Servat,Domestic Servant Kitchen Maid
Domestic Servatn,1,Domestic Servatn,UNCHANGED,Servatn,Domestic Servant
Domestic Servdn,1,Domestic Servdn,UNCHANGED,Servdn,Domestic Servant
Domestic Servent Genl,1,Domestic Servent Genl,UNCHANGED,Servent,Domestic Servant Genl
Domestic Servent Housekeeper,1,Domestic Servent Housekeeper,UNCHANGED,Servent,Domestic Servant Housekeeper
Domestic Servent Nurse,1,Domestic Servent Nurse,UNCHANGED,Servent,Domestic Servant Nurse
Domestic Servernt,1,Domestic Servernt,UNCHANGED,Servernt,Domestic Servant
Domestic Servnt Nurse,1,Domestic Servnt Nurse,UNCHANGED,Servnt,Domestic Servant Nurse
Domestic Servont,1,Domestic Servont,UNCHANGED,Servont,Domestic Servant
Domestic Servt (Parlor Maid),1,Domestic Servant Parlor Maid,ABBREVIATION; NORMALIZATION,Parlor,Domestic Servant Parlour Maid
Domestic Servt Messanger,1,Domestic Servant Messanger,ABBREVIATION,Messanger,Domestic Servant Messenger
Domestic Servt Unemployer,1,Domestic Servant Unemployer,ABBREVIATION,Unemployer,Domestic Servant Unemployed
Domestic Serwant,1,Domestic Serwant,UNCHANGED,Serwant,Domestic Servant
Domestic Sevant (Nurse),1,Domestic Sevant Nurse,NORMALIZATION,Sevant,Domestic Servant Nurse
Domestic Sevant. General,1,Domestic Sevant. General,UNCHANGED,Sevant,Domestic Servant. General
