occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Landreus,2,Landreus,UNCHANGED,Landreus,Laundress
Landross,2,Landross,UNCHANGED,Landross,Laundress
Landry Maid Domestic Servant,2,Landry Maid Domestic Servant,STANDARD,Landry,Laundry Maid Domestic Servant
Landry Smoother,2,Landry Smoother,UNCHANGED,Landry,Laundry Smoother
Lantry Boy Domestic Servant,2,Lantry Boy Domestic Servant,UNCHANGED,Lantry,Pantry Boy Domestic Servant
Laouler,2,Laouler,UNCHANGED,Laouler,Labourer
Laourer,2,Laourer,UNCHANGED,Laourer,Labourer
Laubor Agricultural,2,Laubor Agricultural,UNCHANGED,Laubor,Labour Agricultural
Laundary Work,2,Laundary Work,UNCHANGED,Laundary,Laundry Work
Laundery Work,2,Laundery Work,UNCHANGED,Laundery,Laundry Work
Laundiress,2,Laundiress,UNCHANGED,Laundiress,Laundress
Laundras,2,Laundras,UNCHANGED,Laundras,Laundress
Laundryress,2,Laundryress,UNCHANGED,Laundryress,Laundress
Launduress,2,Launduress,UNCHANGED,Launduress,Laundress
Leaborer,2,Leaborer,UNCHANGED,Leaborer,Labourer
Leamstress,2,Leamstress,UNCHANGED,Leamstress,Seamstress
Lennen Weaver,2,Lennen Weaver,UNCHANGED,Lennen,Linnen Weaver
Letter Carriar,2,Letter Carriar,UNCHANGED,Carriar,Letter Carrier
Letter Caryier,2,Letter Caryier,UNCHANGED,Caryier,Letter Carrier
License Car Owner,2,License Car Owner,UNCHANGED,License,Licensed Car Owner
Linen Bleatcher,2,Linen Bleatcher,UNCHANGED,Bleatcher,Linen Bleacher
Linen Finesher,2,Linen Finesher,UNCHANGED,Finesher,Linen Finisher
Linen Manufactorer,2,Linen Manufactorer,UNCHANGED,Manufactorer,Linen Manufacturer
Linen Meaver,2,Linen Meaver,UNCHANGED,Meaver,Linen Weaver
Linen Mill Worke,2,Linen Mill Worke,UNCHANGED,Worke,Linen Mill Worker
Linen Oranmenter,2,Linen Oranmenter,UNCHANGED,Oranmenter,Linen Ornamenter
Linen Reelar,2,Linen Reelar,UNCHANGED,Reelar,Linen Reeler
Linen Weavear,2,Linen Weavear,UNCHANGED,Weavear,Linen Weaver
Linen Wender,2,Linen Wender,UNCHANGED,Wender,Linen Winder
Linen Werver,2,Linen Werver,UNCHANGED,Werver,Linen Weaver
Linen Yarn Reelar,2,Linen Yarn Reelar,UNCHANGED,Reelar,Linen Yarn Reeler
Linen Yorn Winder,2,Linen Yorn Winder,UNCHANGED,Yorn,Linen Yarn Winder
Linnen Weavier,2,Linnen Weavier,UNCHANGED,Weavier,Linnen Weaver
Linsmith,2,Linsmith,UNCHANGED,Linsmith,Tinsmith
Lodgeing House Keeper,2,Lodgeing Housekeeper,COMPOUND_KEEPER,Lodgeing,Lodging Housekeeper
Lodgin Housekeeper,2,Lodgin Housekeeper,STANDARD,Lodgin,Lodging Housekeeper
Lodying House Keeper,2,Lodying Housekeeper,COMPOUND_KEEPER,Lodying,Lodging Housekeeper
Luandress,2,Luandress,UNCHANGED,Luandress,Laundress
Luay Labourer,2,Luay Labourer,UNCHANGED,Luay,Quay Labourer
Macanical Engineer,2,Macanical Engineer,UNCHANGED,Macanical,Mechanical Engineer
Machienis,2,Machienis,UNCHANGED,Machienis,Machinist
Machinast,2,Machinast,UNCHANGED,Machinast,Machinist
Machine Boy Flox Mill,2,Machine Boy Flox Mill,UNCHANGED,Flox,Machine Boy Flax Mill
Machinesst,2,Machinesst,UNCHANGED,Machinesst,Machinist
Machinest Sewing,2,Machinest Sewing,STANDARD,Machinest,Machinist Sewing
Machinest-Sewing,2,Machinest Sewing,NORMALIZATION,Machinest,Machinist Sewing
Machinislt (Linen Trade),2,Machinislt Linen Trade,NORMALIZATION,Machinislt,Machinist Linen Trade
Machionest,2,Machionest,UNCHANGED,Machionest,Machinist
Mahine Boy,2,Mahine Boy,UNCHANGED,Mahine,Machine Boy
Mantte Maker,2,Mantte Maker,UNCHANGED,Mantte,Mantle Maker
Marmer,2,Marmer,UNCHANGED,Marmer,Farmer
Martle Maker,2,Martle Maker,UNCHANGED,Martle,Mantle Maker
Maschinist,2,Maschinist,UNCHANGED,Maschinist,Machinist
Mashenist,2,Mashenist,UNCHANGED,Mashenist,Machinist
Masson Stone,2,Masson Stone,UNCHANGED,Masson,Mason Stone
Mathers Help,2,Mathers Help,UNCHANGED,Mathers,Mothers Help
Mchinist,2,Mchinist,UNCHANGED,Mchinist,Machinist
Mecanical Engineer,2,Mecanical Engineer,UNCHANGED,Mecanical,Mechanical Engineer
Mehinist,2,Mehinist,UNCHANGED,Mehinist,Machinist
Merchant Droper,2,Merchant Droper,UNCHANGED,Droper,Merchant Draper
Merchant Salior,2,Merchant Salior,UNCHANGED,Salior,Merchant Sailor
Mesenger Boy,2,Mesenger Boy,UNCHANGED,Mesenger,Messenger Boy
Messager Boy,2,Messager Boy,UNCHANGED,Messager,Message Boy
Messeage Boy,2,Messeage Boy,UNCHANGED,Messeage,Message Boy
Messiage Boy,2,Messiage Boy,UNCHANGED,Messiage,Message Boy
Messige Boy,2,Messige Boy,UNCHANGED,Messige,Message Boy
Messinger Boy,2,Messinger Boy,UNCHANGED,Messinger,Messenger Boy
Michanical Engineer,2,Michanical Engineer,UNCHANGED,Michanical,Mechanical Engineer
Militea Man,2,Militea Man,UNCHANGED,Militea,Militia Man
Mill Worker Reller,2,Mill Worker Reller,UNCHANGED,Reller,Mill Worker Reeler
Mill Workes,2,Mill Workes,UNCHANGED,Workes,Mill Worker
Millenier,2,Millenier,UNCHANGED,Millenier,Milliner
Millenor,2,Millenor,UNCHANGED,Millenor,Milliner
Millinier,2,Millinier,UNCHANGED,Millinier,Milliner
Milsman on Railway,2,Milsman on Railway,UNCHANGED,Milsman,Milesman on Railway
Monitor N.School,2,Monitor N.School,STANDARD,N.School,Monitor School
Mothers Healp,2,Mothers Healp,UNCHANGED,Healp,Mothers Help
National Scool Teacher,2,National Scool Teacher,UNCHANGED,Scool,National School Teacher
Natoinal School Teacher,2,Natoinal School Teacher,UNCHANGED,Natoinal,National School Teacher
Neddle Worker,2,Neddle Worker,UNCHANGED,Neddle,Needle Worker
Nel,2,Nel,UNCHANGED,Nel,Nil
Night Wachman,2,Night Wachman,UNCHANGED,Wachman,Night Watchman
No Accopation,2,No Accopation,UNCHANGED,Accopation,No Occupation
No Buissiness,2,No Buissiness,UNCHANGED,Buissiness,No Business
No Buissness,2,No Buissness,UNCHANGED,Buissness,No Business
No Empoyment,2,No Empoyment,UNCHANGED,Empoyment,No Employment
No Occapation,2,No Occapation,UNCHANGED,Occapation,No Occupation
No Occoupation,2,No Occoupation,UNCHANGED,Occoupation,No Occupation
No Occuptaion,2,No Occuptaion,UNCHANGED,Occuptaion,No Occupation
No Ocupaton,2,No Ocupaton,UNCHANGED,Ocupaton,No Occupation
No Preffession,2,No Preffession,UNCHANGED,Preffession,No Profession
No professon,2,No professon,UNCHANGED,professon,No Profession
No Proffesson,2,No Proffesson,UNCHANGED,Proffesson,No Profession
No Proffssion,2,No Proffssion,UNCHANGED,Proffssion,No Profession
No Profssion,2,No Profssion,UNCHANGED,Profssion,No Profession
No Scholor,2,No Scholor,UNCHANGED,Scholor,No Scholar
No Scollr,2,No Scollr,UNCHANGED,Scollr,No Scholar
Not at Schoal,2,Not at Schoal,UNCHANGED,Schoal,Not at School
Not at schoole,2,Not at schoole,UNCHANGED,schoole,Not at School
Not at Schoole,2,Not at Schoole,UNCHANGED,Schoole,Not at School
Not Attending Scool,2,Not Attending Scool,UNCHANGED,Scool,Not Attending School
Not Attendng School,2,Not Attendng School,UNCHANGED,Attendng,Not Attending School
Nurce Domestic Servant,2,Nurce Domestic Servant,UNCHANGED,Nurce,Nurse Domestic Servant
Nursary Maid,2,Nursary Maid,UNCHANGED,Nursary,Nursery Maid
Nurse Domestic Servent,2,Nurse Domestic Servent,STANDARD,Servent,Nurse Domestic Servant
Nurse Domestic Servnt,2,Nurse Domestic Servnt,STANDARD,Servnt,Nurse Domestic Servant
Nurse Domt Servant,2,Nurse Domt Servant,STANDARD,Domt,Nurse Dom Servant
Nurse-Domestic Servent,2,Nurse Domestic Servent,NORMALIZATION,Servent,Nurse Domestic Servant
Nurse-Domestic Servnt,2,Nurse Domestic Servnt,NORMALIZATION,Servnt,Nurse Domestic Servant
Nurse-Domestic Sevt,2,Nurse Domestic Sevt,NORMALIZATION,Sevt,Nurse Domestic Sert
Nurse-Domestice Servant,2,Nurse Domestice Servant,NORMALIZATION,Domestice,Nurse Domestic Servant
Ouay Labourer,2,Ouay Labourer,UNCHANGED,Ouay,Quay Labourer
Painter Aprentice,2,Painter Aprentice,UNCHANGED,Aprentice,Painter Apprentice
Paintr,2,Paintr,UNCHANGED,Paintr,Painter
Palourmaid Domestic Servant,2,Palourmaid Domestic Servant,UNCHANGED,Palourmaid,Parlourmaid Domestic Servant
Parish Preist,2,Parish Preist,UNCHANGED,Preist,Parish Priest
Parlor Maid Dom Servt,2,Parlor Maid Dom Servant,ABBREVIATION,Parlor,Parlour Maid Dom Servant
Parlor Maid Domestic Servt,2,Parlor Maid Domestic Servant,ABBREVIATION,Parlor,Parlour Maid Domestic Servant
Parlormaid - Domestic Servant,2,Parlormaid Domestic Servant,NORMALIZATION,Parlormaid,Parlourmaid Domestic Servant
Parlour Maid-Domestic Sevt,2,Parlour Maid Domestic Sevt,NORMALIZATION,Sevt,Parlour Maid Domestic Sert
Partry Baker,2,Partry Baker,UNCHANGED,Partry,Pastry Baker
Pastry Bakr,2,Pastry Bakr,UNCHANGED,Bakr,Pastry Baker
Paultry Dealer,2,Paultry Dealer,UNCHANGED,Paultry,Poultry Dealer
Pedelar,2,Pedelar,UNCHANGED,Pedelar,Pedlar
Pedlear,2,Pedlear,UNCHANGED,Pedlear,Pedlar
Pensoner Army,2,Pensoner Army,UNCHANGED,Pensoner,Pensioner Army
Pig Byer,2,Pig Byer,UNCHANGED,Byer,Pig Buyer
Plaugh Man,2,Plaugh Man,UNCHANGED,Plaugh,Plough Man
Poastman,2,Poastman,UNCHANGED,Poastman,Postman
Pork Boutcher,2,Pork Boutcher,UNCHANGED,Boutcher,Pork Butcher
Pork Cuser,2,Pork Cuser,UNCHANGED,Cuser,Pork Curer
Porter Groers,2,Porter Groers,UNCHANGED,Groers,Porter Grocers
Post Office Clerke,2,Post Office Clerke,UNCHANGED,Clerke,Post Office Clerk
Post Office Telagraphist,2,Post Office Telagraphist,UNCHANGED,Telagraphist,Post Office Telegraphist
Post Office Telegraphest,2,Post Office Telegraphest,UNCHANGED,Telegraphest,Post Office Telegraphist
Postmisstress,2,Postmisstress,UNCHANGED,Postmisstress,Postmistress
Postry Baker,2,Postry Baker,UNCHANGED,Postry,Pastry Baker
Presbyteran Minister,2,Presbyteran Minister,UNCHANGED,Presbyteran,Presbyterian Minister
Presbyterion Minister,2,Presbyterion Minister,UNCHANGED,Presbyterion,Presbyterian Minister
Printer Compostor,2,Printer Compostor,UNCHANGED,Compostor,Printer Compositor
Printer Machenist,2,Printer Machenist,UNCHANGED,Machenist,Printer Machinist
Printer Machinest,2,Printer Machinest,STANDARD,Machinest,Printer Machinist
Printer-Composetor,2,Printer Composetor,NORMALIZATION,Composetor,Printer Compositor
Printer-Compositer Unemployed,2,Printer Compositer Unemployed,NORMALIZATION,Compositer,Printer Compositor Unemployed
Printer-Compositon,2,Printer Compositon,NORMALIZATION,Compositon,Printer Compositor
Printer-Machinest,2,Printer Machinest,NORMALIZATION,Machinest,Printer Machinist
Private Incoms,2,Private Incoms,UNCHANGED,Incoms,Private Income
Private Meanes,2,Private Meanes,UNCHANGED,Meanes,Private Means
Privison Dealer,2,Privison Dealer,UNCHANGED,Privison,Provision Dealer
Profersional Nurse,2,Profersional Nurse,UNCHANGED,Profersional,Professional Nurse
Profesional Nurse,2,Profesional Nurse,UNCHANGED,Profesional,Professional Nurse
Proscess Server,2,Proscess Server,UNCHANGED,Proscess,Process Server
Publickan and Farmer,2,Publickan and Farmer,UNCHANGED,Publickan,Publican and Farmer
Quay Labourar,2,Quay Labourar,UNCHANGED,Labourar,Quay Labourer
Quay Labrouer,2,Quay Labrouer,UNCHANGED,Labrouer,Quay Labourer
R.J.C Pensioner,2,R.J.C Pensioner,UNCHANGED,R.J.C,R.I.C Pensioner
Railay Labourer,2,Railay Labourer,UNCHANGED,Railay,Railway Labourer
Railway Laboure,2,Railway Laboure,UNCHANGED,Laboure,Railway Labourer
Railway Milisman,2,Railway Milisman,UNCHANGED,Milisman,Railway Milesman
Railway Offical,2,Railway Offical,UNCHANGED,Offical,Railway Official
Railway Oficial,2,Railway Oficial,UNCHANGED,Oficial,Railway Official
Railway Platelayers,2,Railway Platelayers,UNCHANGED,Platelayers,Railway Platelayer
Railway Shanter,2,Railway Shanter,UNCHANGED,Shanter,Railway Shunter
Railway Shurter,2,Railway Shurter,UNCHANGED,Shurter,Railway Shunter
Railwy Miles Man,2,Railwy Miles Man,UNCHANGED,Railwy,Railway Miles Man
Railyvay Guard,2,Railyvay Guard,UNCHANGED,Railyvay,Railway Guard
Railyway Porter,2,Railyway Porter,UNCHANGED,Railyway,Railway Porter
Ralway Labourer,2,Ralway Labourer,UNCHANGED,Ralway,Railway Labourer
Ralway Servant,2,Ralway Servant,UNCHANGED,Ralway,Railway Servant
Ratired Farmer,2,Ratired Farmer,UNCHANGED,Ratired,Retired Farmer
Receving Out Door Relief,2,Receving Out Door Relief,UNCHANGED,Receving,Receiving Out Door Relief
Reelar (Yarn),2,Reelar Yarn,NORMALIZATION,Reelar,Reeler Yarn
Reelar Flax,2,Reelar Flax,UNCHANGED,Reelar,Reeler Flax
Reelar Yarn,2,Reelar Yarn,STANDARD,Reelar,Reeler Yarn
Reelars (Linen),2,Reelars Linen,NORMALIZATION,Reelars,Reelers Linen
Reeler Linen Factry,2,Reeler Linen Factry,UNCHANGED,Factry,Reeler Linen Factory
Reeller in Mill,2,Reeller in Mill,UNCHANGED,Reeller,Reeler in Mill
Reller Flax Mill,2,Reller Flax Mill,UNCHANGED,Reller,Reeler Flax Mill
Reller Mill,2,Reller Mill,UNCHANGED,Reller,Reeler Mill
Retierd Farmer,2,Retierd Farmer,UNCHANGED,Retierd,Retired Farmer
Retiered Farmer,2,Retiered Farmer,UNCHANGED,Retiered,Retired Farmer
Retiered Grocer,2,Retiered Grocer,UNCHANGED,Retiered,Retired Grocer
Retired D.Servt,2,Retired D.Servant,ABBREVIATION,D.Servant,Retired Servant
Retired Droper,2,Retired Droper,UNCHANGED,Droper,Retired Draper
Retired Farme,2,Retired Farme,UNCHANGED,Farme,Retired Farmer
Retired Groocer,2,Retired Groocer,UNCHANGED,Groocer,Retired Grocer
Retired Laburer,2,Retired Laburer,UNCHANGED,Laburer,Retired Labourer
Retired Publician,2,Retired Publician,UNCHANGED,Publician,Retired Publican
Retired Shomaker,2,Retired Shomaker,UNCHANGED,Shomaker,Retired Shoemaker
Rivit Heater,2,Rivit Heater,UNCHANGED,Rivit,Rivet Heater
Roap Maker,2,Roap Maker,UNCHANGED,Roap,Road Maker
Room Kepper,2,Room Kepper,UNCHANGED,Kepper,Room Keeper
Rope Spiner,2,Rope Spiner,UNCHANGED,Spiner,Rope Spinner
Rtired Farmer,2,Rtired Farmer,UNCHANGED,Rtired,Retired Farmer
Saddler and Trarness Maker,2,Saddler and Trarness Maker,UNCHANGED,Trarness,Saddler and Harness Maker
Saemstress,2,Saemstress,UNCHANGED,Saemstress,Seamstress
Salesman Draperey,2,Salesman Draperey,UNCHANGED,Draperey,Salesman Drapery
Sallor,2,Sallor,UNCHANGED,Sallor,Sailor
Samistress,2,Samistress,UNCHANGED,Samistress,Seamstress
Sammons Server,2,Sammons Server,UNCHANGED,Sammons,Summons Server
Samstreess,2,Samstreess,UNCHANGED,Samstreess,Seamstress
Samtress,2,Samtress,UNCHANGED,Samtress,Seamstress
Scallery Maid Servant Domestic,2,Scallery Maid Domestic Servant,WORD_ORDER,Scallery,Scullery Maid Domestic Servant
Scamstress,2,Scamstress,UNCHANGED,Scamstress,Seamstress
Schcholar,2,Schcholar,UNCHANGED,Schcholar,Scholar
Schelor,2,Schelor,UNCHANGED,Schelor,Scholar
Schlora,2,Schlora,UNCHANGED,Schlora,Scholar
Schoclar,2,Schoclar,UNCHANGED,Schoclar,Scholar
Scholar Schoolar,2,Scholar Schoolar,UNCHANGED,Schoolar,Scholar Scholar
Scholarl,2,Scholarl,UNCHANGED,Scholarl,Scholar
Scholeur,2,Scholeur,UNCHANGED,Scholeur,Scholar
Schollaar,2,Schollaar,UNCHANGED,Schollaar,Scholar
Schollar Farmers Daughter,2,Schollar Farmer's Daughter,POSSESSIVE,Schollar,Scholar Farmer's Daughter
Schollar Son,2,Schollar Son,UNCHANGED,Schollar,Scholar Son
School Girld,2,School Girld,UNCHANGED,Girld,School Girl
Schoolar Son,2,Schoolar Son,UNCHANGED,Schoolar,Scholar Son
Schoolarr,2,Schoolarr,UNCHANGED,Schoolarr,Scholar
Schrolar,2,Schrolar,UNCHANGED,Schrolar,Scholar
Scohar,2,Scohar,UNCHANGED,Scohar,Scholar
Scolaar,2,Scolaar,UNCHANGED,Scolaar,Scholar
Scoohl Boy,2,Scoohl Boy,UNCHANGED,Scoohl,School Boy
Seameestress,2,Seameestress,UNCHANGED,Seameestress,Seamstress
Seamestes,2,Seamestes,UNCHANGED,Seamestes,Seamster
Seamistrees,2,Seamistrees,UNCHANGED,Seamistrees,Seamstress
Seamrtress,2,Seamrtress,UNCHANGED,Seamrtress,Seamstress
Seamsstress,2,Seamsstress,UNCHANGED,Seamsstress,Seamstress
Seamstes,2,Seamstes,UNCHANGED,Seamstes,Seamster
Seamstor,2,Seamstor,UNCHANGED,Seamstor,Seamster
Seamstreress,2,Seamstreress,UNCHANGED,Seamstreress,Seamstress
Seamstrerss,2,Seamstrerss,UNCHANGED,Seamstrerss,Seamstress
Seamstresss,2,Seamstresss,UNCHANGED,Seamstresss,Seamstress
Seamter,2,Seamter,UNCHANGED,Seamter,Seamster
Seanster,2,Seanster,UNCHANGED,Seanster,Seamster
Seanstess,2,Seanstess,UNCHANGED,Seanstess,Seamstress
Seeamster,2,Seeamster,UNCHANGED,Seeamster,Seamster
Seeamsteress,2,Seeamsteress,UNCHANGED,Seeamsteress,Seamstress
Seemistress,2,Seemistress,UNCHANGED,Seemistress,Seamstress
Semastress,2,Semastress,UNCHANGED,Semastress,Seamstress
Semeastress,2,Semeastress,UNCHANGED,Semeastress,Seamstress
Serfant,2,Serfant,UNCHANGED,Serfant,Servant
Servant Gerl,2,Servant Gerl,UNCHANGED,Gerl,Servant Girl
Servant Gril,2,Servant Gril,UNCHANGED,Gril,Servant Girl
Servant Groon,2,Servant Groon,UNCHANGED,Groon,Servant Groom
Servante,2,Servante,UNCHANGED,Servante,Servant
Servat,2,Servat,UNCHANGED,Servat,Servant
Servent Dom,2,Servent Dom,UNCHANGED,Servent,Servant Dom
Servent Farm,2,Servent Farm,UNCHANGED,Servent,Servant Farm
Servnat,2,Servnat,UNCHANGED,Servnat,Servant
Seymster,2,Seymster,UNCHANGED,Seymster,Seamster
Shapherd,2,Shapherd,UNCHANGED,Shapherd,Shepherd
Shefherd,2,Shefherd,UNCHANGED,Shefherd,Shepherd
Sheherd,2,Sheherd,UNCHANGED,Sheherd,Shepherd
Shepeherd,2,Shepeherd,UNCHANGED,Shepeherd,Shepherd
Sheperd's Son,2,Sheperd's Son,UNCHANGED,Sheperd's,Shepherd's Son
Sheperherd,2,Sheperherd,UNCHANGED,Sheperherd,Shepherd
Shephard Domestic Servant,2,Shephard Domestic Servant,UNCHANGED,Shephard,Shepherd Domestic Servant
Shephered,2,Shephered,UNCHANGED,Shephered,Shepherd
Shephird,2,Shephird,UNCHANGED,Shephird,Shepherd
Sheppord,2,Sheppord,UNCHANGED,Sheppord,Shepherd
Shepsherd,2,Shepsherd,UNCHANGED,Shepsherd,Shepherd
Ship Carpentar,2,Ship Carpentar,UNCHANGED,Carpentar,Ship Carpenter
Ship Jioner,2,Ship Jioner,UNCHANGED,Jioner,Ship Joiner
Ship Yard Labouer,2,Ship Yard Labouer,UNCHANGED,Labouer,Ship Yard Labourer
Shipwhright,2,Shipwhright,UNCHANGED,Shipwhright,Shipwright
Shipwight,2,Shipwight,UNCHANGED,Shipwight,Shipwright
Shirt Eaminer,2,Shirt Eaminer,UNCHANGED,Eaminer,Shirt Examiner
Shoemacker,2,Shoemacker,UNCHANGED,Shoemacker,Shoemaker
Shoemaker Aprentice,2,Shoemaker Aprentice,UNCHANGED,Aprentice,Shoemaker Apprentice
Shoemarker,2,Shoemarker,UNCHANGED,Shoemarker,Shoemaker
Shoemker,2,Shoemker,UNCHANGED,Shoemker,Shoemaker
Shoening Smith,2,Shoening Smith,UNCHANGED,Shoening,Shoeing Smith
Shoing-Smith,2,Shoing Smith,NORMALIZATION,Shoing,Shoeing Smith
Shop Accistant,2,Shop Accistant,UNCHANGED,Accistant,Shop Assistant
Shop Apprentise,2,Shop Apprentise,UNCHANGED,Apprentise,Shop Apprentice
Shop Assaistant,2,Shop Assaistant,UNCHANGED,Assaistant,Shop Assistant
Shop Assissant,2,Shop Assissant,UNCHANGED,Assissant,Shop Assistant
Shop Assistan Grocery,2,Shop Assistan Grocery,UNCHANGED,Assistan,Shop Assistant Grocery
Shop Assistant Drapary,2,Shop Assistant Drapary,UNCHANGED,Drapary,Shop Assistant Drapery
Shop Assittant,2,Shop Assittant,UNCHANGED,Assittant,Shop Assistant
Shop Girl Drupery,2,Shop Girl Drupery,UNCHANGED,Drupery,Shop Girl Drapery
Shop Horter,2,Shop Horter,UNCHANGED,Horter,Shop Porter
Shop Mesenger,2,Shop Mesenger,UNCHANGED,Mesenger,Shop Messenger
Shop Messnger,2,Shop Messnger,UNCHANGED,Messnger,Shop Messenger
Shop Portter,2,Shop Portter,UNCHANGED,Portter,Shop Porter
Shopekeeper,2,Shopekeeper,UNCHANGED,Shopekeeper,Shopkeeper
Shopkeeper Provison,2,Shopkeeper Provison,STANDARD,Provison,Shopkeeper Provision
Shopkepper,2,Shopkepper,UNCHANGED,Shopkepper,Shopkeeper
Shopman Grosery,2,Shopman Grosery,UNCHANGED,Grosery,Shopman Grocery
Shoreing Smith,2,Shoreing Smith,UNCHANGED,Shoreing,Shoeing Smith
Shorlar,2,Shorlar,UNCHANGED,Shorlar,Scholar
Shoy Assistant,2,Shoy Assistant,UNCHANGED,Shoy,Shop Assistant
Shpkeepr,2,Shpkeepr,UNCHANGED,Shpkeepr,Shopkeeper
Shrit Maker,2,Shrit Maker,UNCHANGED,Shrit,Shirt Maker
Shueamaker,2,Shueamaker,UNCHANGED,Shueamaker,Shoemaker
Shurt Maker,2,Shurt Maker,UNCHANGED,Shurt,Shirt Maker
Siamstress,2,Siamstress,UNCHANGED,Siamstress,Seamstress
Skilled Labouer,2,Skilled Labouer,UNCHANGED,Labouer,Skilled Labourer
Slable Boy,2,Slable Boy,UNCHANGED,Slable,Stable Boy
Slaholar,2,Slaholar,UNCHANGED,Slaholar,Scholar
Sloter,2,Sloter,UNCHANGED,Sloter,Slater
Smith Heper,2,Smith Heper,UNCHANGED,Heper,Smith Helper
Smithis Helper,2,Smithis Helper,UNCHANGED,Smithis,Smiths Helper
Smits Helper,2,Smits Helper,UNCHANGED,Smits,Smith Helper
Smoother Landry,2,Smoother Landry,UNCHANGED,Landry,Smoother Laundry
Smoothr Laundry,2,Smoothr Laundry,UNCHANGED,Smoothr,Smoother Laundry
Sochlar,2,Sochlar,UNCHANGED,Sochlar,Scholar
Soholar,2,Soholar,UNCHANGED,Soholar,Scholar
Soldier on Forlough,2,Soldier on Forlough,UNCHANGED,Forlough,Soldier on Furlough
Soldier Pensoiner,2,Soldier Pensoiner,UNCHANGED,Pensoiner,Soldier Pensioner
Solicitor (Practicing),2,Solicitor Practicing,NORMALIZATION,Practicing,Solicitor Practising
Sopkeeper,2,Sopkeeper,UNCHANGED,Sopkeeper,Shopkeeper
Spaide Maker,2,Spaide Maker,UNCHANGED,Spaide,Spade Maker
Sperit Merchant,2,Sperit Merchant,UNCHANGED,Sperit,Spirit Merchant
Spiner (Flax),2,Spiner Flax,NORMALIZATION,Spiner,Spinner Flax
Spiner (Mill),2,Spiner Mill,NORMALIZATION,Spiner,Spinner Mill
Spiner in Mill,2,Spiner in Mill,UNCHANGED,Spiner,Spinner in Mill
Spiner Mill,2,Spiner Mill,STANDARD,Spiner,Spinner Mill
Spinnerin Factory,2,Spinnerin Factory,UNCHANGED,Spinnerin,Spinner Factory
Spinnig Master,2,Spinnig Master,UNCHANGED,Spinnig,Spinning Master
Spirit Marchant,2,Spirit Marchant,UNCHANGED,Marchant,Spirit Merchant
Spreder in Mill,2,Spreder in Mill,UNCHANGED,Spreder,Spreader in Mill
Stoker in Gass Works,2,Stoker in Gass Works,UNCHANGED,Gass,Stoker in Gas Works
Stone Cuttr,2,Stone Cuttr,UNCHANGED,Cuttr,Stone Cutter
Stonemeason,2,Stonemeason,UNCHANGED,Stonemeason,Stonemason
Stonemosion,2,Stonemosion,UNCHANGED,Stonemosion,Stonemason
Storemason,2,Storemason,UNCHANGED,Storemason,Stonemason
Student of Sheology,2,Student of Sheology,UNCHANGED,Sheology,Student of Theology
Surfice Man,2,Surfice Man,UNCHANGED,Surfice,Surface Man
Tailor Aprentic,2,Tailor Aprentic,UNCHANGED,Aprentic,Tailor Apprentice
Tailore,2,Tailore,UNCHANGED,Tailore,Tailor
Talor Employed,2,Talor Employed,UNCHANGED,Talor,Tailor Employed
Tarmer's Son,2,Tarmer's Son,UNCHANGED,Tarmer's,Farmer's Son
