occupation,count,corrected_occupation,change_category
Dairy Maid (Domestic Servant),2,Dairy Maid Domestic Servant,NORMALIZATION
Dairy Maid - Domestic Servant,2,Dairy Maid Domestic Servant,NORMALIZATION
Dairy Maid-Domestic,2,Dairy Maid Domestic,NORMALIZATION
Dairy Maid-Unemployed,2,Dairy Maid Unemployed,NORMALIZATION
Dairy Man (Master),2,Dairy Man Master,NORMALIZATION
Dairy-Assistant Domestic-Servant,2,Dairy Assistant Domestic Servant,NORMALIZATION
Dairy-Farmer,2,Dairy Farmer,NORMALIZATION
Dairy-Labourer,2,Dairy Labourer,NORMALIZATION
Dairy-maid,2,Dairy maid,NORMALIZATION
Dairy-Maid Domestic,2,Dairy Maid Domestic,NORMALIZATION
Dairyman-Master,2,Dairyman Master,NORMALIZATION
Darner-In Factory,2,Darner In Factory,NORMALIZATION
Daughter of Doctor of Medicine Hm Student L.R.C.Q. Exm.-Physician and Surgeon,2,Daughter of Doctor of Medicine Hm Student L.R.C.Q. Exm. Physician and Surgeon,NORMALIZATION
Deaconess (Nursing),2,Deaconess Nursing,NORMALIZATION
Deale-Gen,2,Deale Gen,NORMALIZATION
Dealer (Cattler),2,Dealer Cattler,NORMALIZATION
Dealer (Horse),2,Dealer Horse,NORMALIZATION
Dealer (in Meat),2,Dealer in Meat,NORMALIZATION
Dealer (Laces),2,Dealer Laces,NORMALIZATION
Dealer (Paper),2,Dealer Paper,NORMALIZATION
Dealer-Fish,2,Dealer Fish,NORMALIZATION
Dealer-Fruit,2,Dealer Fruit,NORMALIZATION
Despatch Clerk (Linen),2,Despatch Clerk Linen,NORMALIZATION
Dock Yard - Labourer,2,Dock Yard Labourer,NORMALIZATION
Doffer (Mill) Linen,2,Doffer Mill Linen,NORMALIZATION
Doffer Linen Mill-Worker,2,Doffer Linen Mill Worker,NORMALIZATION
Doffer-Flax,2,Doffer Flax,NORMALIZATION
Doffer-Mill,2,Doffer Mill,NORMALIZATION
Dom Servant (Cook),2,Dom Servant Cook,NORMALIZATION
Domestic (Nurse),2,Domestic Nurse,NORMALIZATION
Domestic (Parlour Maid),2,Domestic Parlour Maid,NORMALIZATION
Domestic General-Servant,2,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Domestic S-Cook,2,Domestic S Cook,NORMALIZATION
Domestic Servant (Genl.),2,Domestic Servant Genl.,NORMALIZATION
Domestic Servant (Gl),2,Domestic Servant Gl,NORMALIZATION
Domestic Servant (Maid),2,Domestic Servant Maid,NORMALIZATION
Domestic Servant (Not Employed),2,Domestic Servant Not Employed,NORMALIZATION
Domestic Servant (Temporary),2,Domestic Servant Temporary,NORMALIZATION
Domestic Servant - Groom,2,Domestic Servant Groom,NORMALIZATION
Domestic Servant - Laundress,2,Domestic Servant Laundress,NORMALIZATION
Domestic Servant - Nurse,2,Domestic Servant Nurse,NORMALIZATION
Domestic Servant cook,2,Cook Domestic Servant,DICT_LOOKUP
Domestic servant Cook,2,Cook Domestic Servant,DICT_LOOKUP
Domestic Servant Cook (Unemployed),2,Domestic Servant Cook Unemployed,NORMALIZATION
Domestic Servant General-Unemployed,2,Domestic Servant General Unemployed,NORMALIZATION
Domestic Servant House-maid,2,Housemaid Domestic Servant,DICT_LOOKUP; NORMALIZATION
Domestic Servant House-Parlour Maid,2,Domestic Servant House Parlour Maid,NORMALIZATION
Domestic Servant Nurse-Maid,2,Domestic Servant Nurse Maid,NORMALIZATION
Domestic Servant-Butler,2,Domestic Servant Butler,NORMALIZATION
Domestic Servant-Coachman,2,Domestic Servant Coachman,NORMALIZATION
Domestic Servant-Genral,2,Domestic Servant Genral,NORMALIZATION
Domestic Servant-House Keeper,2,Domestic Servant House Keeper,NORMALIZATION
Domestic Servant-Kitchen Maid,2,Domestic Servant Kitchen Maid,NORMALIZATION
Domestic Servant-Parlour Maid,2,Domestic Servant Parlour Maid,NORMALIZATION
Domestic Servant-Wash Woman,2,Domestic Servant Wash Woman,NORMALIZATION
Domestic Servt (Gen),2,Domestic Servt Gen,NORMALIZATION
Domestic Servt - Cook,2,Domestic Servt Cook,NORMALIZATION
Domestic Servt Billiard - Marker,2,Domestic Servt Billiard Marker,NORMALIZATION
Domestic Servt-Housemaid,2,Domestic Servt Housemaid,NORMALIZATION
Domestic Servt-Nurse,2,Domestic Servt Nurse,NORMALIZATION
Domestic Servt-Unemployed,2,Domestic Servt Unemployed,NORMALIZATION
Draper (General),2,Draper General,NORMALIZATION
Draper (Shop Owner),2,Draper Shop Owner,NORMALIZATION
Draper (Unemployed),2,Draper Unemployed,NORMALIZATION
Draper's Assistant (Unemployed),2,Draper's Assistant Unemployed,NORMALIZATION
Draper-Master,2,Draper Master,NORMALIZATION
Drapers (Apprentice),2,Draper's Apprentice,DICT_LOOKUP; NORMALIZATION
Drapers Assistant (Unemployed),2,Drapers Assistant Unemployed,NORMALIZATION
Drapery-Assistant,2,Drapery Assistant,NORMALIZATION
Drapery-Manager,2,Drapery Manager,NORMALIZATION
Drapery-Unemployed,2,Drapery Unemployed,NORMALIZATION
Drawer (Linen Factory),2,Drawer Linen Factory,NORMALIZATION
Drawer - in,2,Drawer in,NORMALIZATION
Drawer in (Linen),2,Drawer in Linen,NORMALIZATION
Drawer-Factory,2,Drawer Factory,NORMALIZATION
Drawer-in Linen Factory,2,Drawer in Linen Factory,NORMALIZATION
Dress-Maker Unemployed,2,Dress Maker Unemployed,NORMALIZATION
Dressmaker (General),2,Dressmaker General,NORMALIZATION
Dressmaker-Domestic Servant,2,Dressmaker Domestic Servant,NORMALIZATION
Dressmaker-Retired,2,Dressmaker Retired,NORMALIZATION
Dressmaking-Apprentice,2,Dressmaking Apprentice,NORMALIZATION
Drill-Weaver,2,Drill Weaver,NORMALIZATION
Druggist-Apprentice,2,Druggist Apprentice,NORMALIZATION
Dyer and Finisher (Master),2,Dyer and Finisher Master,NORMALIZATION
Earl's Son and Honble Lieutenant (2rd) Militia,2,Earl's Son and Honble Lieutenant 2rd Militia,NORMALIZATION
Electrical Engineer (Master),2,Electrical Engineer Master,NORMALIZATION
Engine - Fitter,2,Engine Fitter,NORMALIZATION
Engine Driver (Locomotive),2,Engine Driver Locomotive,NORMALIZATION
Engine Driver at Belleek Co-Operative Creamery,2,Engine Driver at Belleek Co Operative Creamery,NORMALIZATION
Engine Driver Water Works (District Urban Canal),2,Engine Driver Water Works District Urban Canal,NORMALIZATION
Engine Driver-Railway,2,Engine Driver Railway,NORMALIZATION
Engine Fitter (at works),2,Engine Fitter at works,NORMALIZATION
Engine Fitter at Works (Unemployed),2,Engine Fitter at Works Unemployed,NORMALIZATION
Engine-Driver in Baryter Mill,2,Engine Driver in Baryter Mill,NORMALIZATION
Engine-Driver Railway,2,Engine Driver Railway,NORMALIZATION
Engineer (Electric),2,Engineer Electric,NORMALIZATION
Engineer (Fitter),2,Engineer Fitter,NORMALIZATION
Engineer (Fittg),2,Engineer Fittg,NORMALIZATION
Engineer (Mechanical),2,Engineer Mechanical,NORMALIZATION
Engineer (Retired),2,Engineer Retired,NORMALIZATION
Engineer (Steam Ship),2,Engineer Steam Ship,NORMALIZATION
Engineer (Washer),2,Engineer Washer,NORMALIZATION
Engineer Fitter Ship-Yard,2,Engineer Fitter Ship Yard,NORMALIZATION
Engineer-Electrical,2,Engineer Electrical,NORMALIZATION
Enginer (Fitter in Works),2,Enginer Fitter in Works,NORMALIZATION
Engraver-Brass,2,Engraver Brass,NORMALIZATION
Errand-Boy,2,Errand Boy,NORMALIZATION
Estate-Bailiff,2,Estate Bailiff,NORMALIZATION
Evangelist (Unconnected),2,Evangelist Unconnected,NORMALIZATION
Ex - Farmer,2,Ex Farmer,NORMALIZATION
Ex National Teacher (Pensioner),2,Ex National Teacher Pensioner,NORMALIZATION
Ex-Constable R.I.C,2,Ex Constable R.I.C,NORMALIZATION
Ex-Nat Teacher,2,Ex Nat Teacher,NORMALIZATION
Ex-Natl Teacher,2,Ex Natl Teacher,NORMALIZATION
Ex-Nl Teacher on Pension,2,Ex Nl Teacher on Pension,NORMALIZATION
Ex-Sergt R.I.C.,2,Ex Sergt R.I.C.,NORMALIZATION
"Ex-Sergt, R.I.C.",2,"Ex Sergt, R.I.C.",NORMALIZATION
Ex-Sergt. R.I.C.,2,Ex Sergt. R.I.C.,NORMALIZATION
Ex-Student,2,Ex Student,NORMALIZATION
Examiner-Shirt Factory,2,Examiner Shirt Factory,NORMALIZATION
F Servant-D,2,F Servant D,NORMALIZATION
F-Son,2,F Son,NORMALIZATION
F-Wife,2,F Wife,NORMALIZATION
F.R.C.S.I. General Practitioner (Medical),2,F.R.C.S.I. General Practitioner Medical,NORMALIZATION
Fa-Daughter,2,Fa Daughter,NORMALIZATION
Factory (Linen Weaver),2,Factory Linen Weaver,NORMALIZATION
Factory (Milk),2,Factory Milk,NORMALIZATION
Factory - Hand-Creamery,2,Factory Hand Creamery,NORMALIZATION
Factory Girl-Packer,2,Factory Girl Packer,NORMALIZATION
Factory Girl-Soldering,2,Factory Girl Soldering,NORMALIZATION
Factory Hand (Spinner),2,Factory Hand Spinner,NORMALIZATION
Factory Hand (Weaver),2,Factory Hand Weaver,NORMALIZATION
Factory Hand-Machinist,2,Factory Hand Machinist,NORMALIZATION
Factory Manger (Ladies Under Clothing),2,Factory Manger Ladies Under Clothing,NORMALIZATION
Factory Weaver (Linen),2,Factory Weaver Linen,NORMALIZATION
Factory Worker (Linen Yarn),2,Factory Worker Linen Yarn,NORMALIZATION
Factory Worker - Winder,2,Factory Worker Winder,NORMALIZATION
Factory Worker-Shirt,2,Factory Worker Shirt,NORMALIZATION
Factory Worker-Spinner,2,Factory Worker Spinner,NORMALIZATION
Factory-Hand-Jute,2,Factory Hand Jute,NORMALIZATION
Fancy-Box Maker,2,Fancy Box Maker,NORMALIZATION
Far-Son,2,Far Son,NORMALIZATION
Farm Labourer (Agl),2,Farm Labourer Agl,NORMALIZATION
Farm Labourer (Agricultural),2,Farm Labourer Agricultural,NORMALIZATION
Farm Labourer (Unemployed),2,Farm Labourer Unemployed,NORMALIZATION
Farm Labr - Domestic Svt,2,Farm Labr Domestic Svt,NORMALIZATION
Farm Labr-Domestic Svt,2,Farm Labr Domestic Svt,NORMALIZATION
Farm Servant (Agricultural),2,Farm Servant Agricultural,NORMALIZATION
Farm Servant (Labourer),2,Farm Servant Labourer,NORMALIZATION
Farm Servant-D,2,Farm Servant D,NORMALIZATION
Farm Servt - Domestic,2,Farm Servt Domestic,NORMALIZATION
Farm Servt-Domestic,2,Farm Servt Domestic,NORMALIZATION
Farm-Assistant,2,Farm Assistant,NORMALIZATION
Farm-Domestic Servant,2,Farm Domestic Servant,NORMALIZATION
Farm-Labour,2,Farm Labour,NORMALIZATION
Farm-Servant (Labourer),2,Farm Servant Labourer,NORMALIZATION
Farmer (Daughter),2,Farmer's Daughter,DICT_LOOKUP; NORMALIZATION
Farmer (Retd),2,Farmer Retd,NORMALIZATION
Farmer - (Son),2,Farmer's Son,DICT_LOOKUP; NORMALIZATION
Farmer and Boot-Maker,2,Farmer and Boot Maker,NORMALIZATION
Farmer and Ex-Teacher,2,Farmer and Ex Teacher,NORMALIZATION
Farmer and Fisherman (Partty),2,Farmer and Fisherman Partty,NORMALIZATION
Farmer and Road-Contractor,2,Farmer and Road Contractor,NORMALIZATION
Farmer and Shoe-Maker,2,Farmer and Shoe Maker,NORMALIZATION
Farmer and Stone-Mason,2,Farmer and Stone Mason,NORMALIZATION
Farmer and Sub-Postmaster,2,Farmer and Sub Postmaster,NORMALIZATION
Farmer's Daughter-Infant,2,Farmer's Daughter Infant,NORMALIZATION
Farmer's G-Son,2,Farmer's G Son,NORMALIZATION
Farmer's Mother (Retired),2,Farmer's Mother Retired,NORMALIZATION
Farmer's Step-Daughter,2,Farmer's Step Daughter,NORMALIZATION
Farmer's Wife-Retired,2,Farmer's Wife Retired,NORMALIZATION
Farmer's-Sister,2,Farmer's Sister,NORMALIZATION
Farmer's-Wife,2,Farmer's Wife,NORMALIZATION
Farmer-Agrl Labourer,2,Farmer Agrl Labourer,NORMALIZATION
Farmer-Domestic Servant,2,Farmer Domestic Servant,NORMALIZATION
Farmer-Publican,2,Farmer Publican,NORMALIZATION
Farmer-Shop Keeper,2,Farmer Shop Keeper,NORMALIZATION
Farmer-Sister,2,Farmer Sister,NORMALIZATION
Farmers (Retired),2,Farmers Retired,NORMALIZATION
Farmers (Widow),2,Farmer's Widow,DICT_LOOKUP; NORMALIZATION
FarmerS Daughter,2,Farmer's Daughter,DICT_LOOKUP
Farmers Dr-in-Law,2,Farmers Dr in Law,NORMALIZATION
Farmers Grand Son-in-Law,2,Farmers Grand Son in Law,NORMALIZATION
Farmers Servant (Domestic),2,Farmers Servant Domestic,NORMALIZATION
Farmers Sister-in-Law,2,Farmers Sister in Law,NORMALIZATION
Farmers Wife-Retired,2,Farmers Wife Retired,NORMALIZATION
Farmers-Grand Son,2,Farmer's Grandson,DICT_LOOKUP; NORMALIZATION
Farmers-Sister,2,Farmer's Sister,DICT_LOOKUP; NORMALIZATION
Farmers-Widow,2,Farmer's Widow,DICT_LOOKUP; NORMALIZATION
Farms-Brother,2,Farms Brother,NORMALIZATION
Fettler-Cotton,2,Fettler Cotton,NORMALIZATION
Fireman (M.G.W.R),2,Fireman M.G.W.R,NORMALIZATION
Fireman (Sea),2,Fireman Sea,NORMALIZATION
Fireman (Ship),2,Fireman Ship,NORMALIZATION
Fireman-Steam Ship,2,Fireman Steam Ship,NORMALIZATION
Fish-Clerk,2,Fish Clerk,NORMALIZATION
Fish-Merchant,2,Fish Merchant,NORMALIZATION
Fish-Monger,2,Fish Monger,NORMALIZATION
Fish-wife,2,Fish wife,NORMALIZATION
Fisherman (Unemployed),2,Fisherman Unemployed,NORMALIZATION
Fishing-Man,2,Fishing Man,NORMALIZATION
Fitter (Engine) at Works,2,Fitter Engine at Works,NORMALIZATION
Fitter (General) Also has House Property and House Land No 2 Genl. Servant,2,Fitter General Also has House Property and House Land No 2 Genl. Servant,NORMALIZATION
Fitter (Iron Foundry),2,Fitter Iron Foundry,NORMALIZATION
Fitter (Mechanic),2,Fitter Mechanic,NORMALIZATION
Fitter - Machinery,2,Fitter Machinery,NORMALIZATION
Fitter-Apprentice,2,Fitter Apprentice,NORMALIZATION
Fitter-Unemployed,2,Fitter Unemployed,NORMALIZATION
Flax Dresser (Unemployed),2,Flax Dresser Unemployed,NORMALIZATION
Flax Factory (Rover),2,Flax Factory Rover,NORMALIZATION
Flax Mill Worker (Rover,2,Flax Mill Worker Rover,NORMALIZATION
Flax Preparer-Mill Worker,2,Flax Preparer Mill Worker,NORMALIZATION
Flax Spinner - in - Mill,2,Flax Spinner in Mill,NORMALIZATION
Flax Spinner - Master,2,Flax Spinner Master,NORMALIZATION
Flax Spinner-Factory,2,Flax Spinner Factory,NORMALIZATION
Flax Spinner-Master,2,Flax Spinner Master,NORMALIZATION
Flax Spreader-Mill,2,Flax Spreader Mill,NORMALIZATION
Flax-Dresser in Mill,2,Flax Dresser in Mill,NORMALIZATION
Flax-Preparer,2,Flax Preparer,NORMALIZATION
Flax-Rougher,2,Flax Rougher,NORMALIZATION
Flax-Spreader,2,Flax Spreader,NORMALIZATION
Flour-Mill Labourer,2,Flour Mill Labourer,NORMALIZATION
Folder (Handkerchief),2,Folder Handkerchief,NORMALIZATION
Folder-Handkerchief,2,Folder Handkerchief,NORMALIZATION
Footman - Domestic,2,Footman Domestic,NORMALIZATION
Footman Domestic-Servant,2,Footman Domestic Servant,NORMALIZATION
Footman-D.S,2,Footman D.S,NORMALIZATION
Footman-Domestic Servt,2,Footman Domestic Servt,NORMALIZATION
Foreman (D.N.J.Co),2,Foreman D.N.J.Co,NORMALIZATION
Formerly Shirt-Maker,2,Formerly Shirt Maker,NORMALIZATION
Fowl-Merchant,2,Fowl Merchant,NORMALIZATION
Fowl-Picker,2,Fowl Picker,NORMALIZATION
Fowl-Plucker,2,Fowl Plucker,NORMALIZATION
French Polisher (Unemployed),2,French Polisher Unemployed,NORMALIZATION
Fruit-Vendor,2,Fruit Vendor,NORMALIZATION
G.Servant (D),2,G.Servant D,NORMALIZATION
Game Keeper (Domestic Servant),2,Game Keeper Domestic Servant,NORMALIZATION
Game Keeper-Domestic Servant,2,Game Keeper Domestic Servant,NORMALIZATION
Game-Keeper Domestic Servant,2,Game Keeper Domestic Servant,NORMALIZATION
Ganger (Railway),2,Ganger Railway,NORMALIZATION
Gardener (Domestic Servt),2,Gardener Domestic Servant,DICT_LOOKUP; NORMALIZATION
Gardener - Domestic Ser,2,Gardener Domestic Ser,NORMALIZATION
Gardener-(Domestic Servant),2,Gardener Domestic Servant,NORMALIZATION
Gardener-Domestic Seravnt,2,Gardener Domestic Seravnt,NORMALIZATION
Gardener-Domestic Svt,2,Gardener Domestic Svt,NORMALIZATION
Gardener-Jobbing,2,Gardener Jobbing,NORMALIZATION
Gardener-Unemployed,2,Gardener Unemployed,NORMALIZATION
Gardiner (Domestic Servant),2,Gardiner Domestic Servant,NORMALIZATION
Gardiner-Domestic,2,Gardiner Domestic,NORMALIZATION
Gardner (Domestic Servt),2,Gardner Domestic Servt,NORMALIZATION
Gardner (Domestic),2,Gardener Domestic,DICT_LOOKUP; NORMALIZATION
Gardner-Jobbing,2,Gardner Jobbing,NORMALIZATION
Gardner-Unemployed,2,Gardner Unemployed,NORMALIZATION
Gas House - Labourer,2,Gas House Labourer,NORMALIZATION
Gas House-Labourer,2,Gas House Labourer,NORMALIZATION
Gate - Keeper,2,Gatekeeper,DICT_LOOKUP; NORMALIZATION
Gate Lodge-Keeper,2,Gate Lodge Keeper,NORMALIZATION
Gate-House Keeper,2,Gate House Keeper,NORMALIZATION
Gate-Maker,2,Gate Maker,NORMALIZATION
Gen - Dealer,2,Gen Dealer,NORMALIZATION
Gen Ser-Dom,2,Gen Ser Dom,NORMALIZATION
Gen servant,2,General Servant,DICT_LOOKUP
Gen-Servant Domestic,2,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Gen. Servant - Domestic,2,Gen. Servant Domestic,NORMALIZATION
Gen. Servant-Dom,2,Gen. Servant Dom,NORMALIZATION
Gen. Servt-Domestic,2,Gen. Servt Domestic,NORMALIZATION
General (Domestic Servant,2,General Domestic Servant,NORMALIZATION
General D-Servant,2,General D Servant,NORMALIZATION
General Dom-Servant,2,General Dom Servant,NORMALIZATION
General Domestic Servant (Unemployed),2,General Domestic Servant Unemployed,NORMALIZATION
General Domestic Servant-Unemployed,2,General Domestic Servant Unemployed,NORMALIZATION
General Domestick-Servant,2,General Domestick Servant,NORMALIZATION
General Farm Servant-Domestic,2,General Farm Servant Domestic,NORMALIZATION
General House Servant (Domestic Servant),2,General House Servant Domestic Servant,NORMALIZATION
General Labourer (Domestic Servant),2,General Labourer Domestic Servant,NORMALIZATION
General Labourer (Farm),2,General Labourer Farm,NORMALIZATION
General Labourer (Gov. Works),2,General Labourer Gov. Works,NORMALIZATION
General Labourer - Domestic,2,General Labourer Domestic,NORMALIZATION
General Labourer in Dyring and Finishing Works (Linen),2,General Labourer in Dyring and Finishing Works Linen,NORMALIZATION
General Labourer-Domestic,2,General Labourer Domestic,NORMALIZATION
General Labourer-Paper Mill,2,General Labourer Paper Mill,NORMALIZATION
General Labourer-Sweep,2,General Labourer Sweep,NORMALIZATION
General Man (Domestic Servant),2,General Man Domestic Servant,NORMALIZATION
General S-Domestic,2,General S Domestic,NORMALIZATION
General Serv-Domestic,2,General Serv Domestic,NORMALIZATION
General Servan-Domestic,2,General Servan Domestic,NORMALIZATION
General Servant (domestic),2,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
General Servant (Domestick),2,General Servant Domestick,NORMALIZATION
General Servant (Not Employed),2,General Servant Not Employed,NORMALIZATION
General Servant (Outside),2,General Servant Outside,NORMALIZATION
General Servant (Retired),2,General Servant Retired,NORMALIZATION
General Servant and (Domestic),2,General Servant and Domestic,NORMALIZATION
General Servant Domestic-Unemployed,2,General Servant Domestic Unemployed,NORMALIZATION
"General Servant,-Domestic",2,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
General Servant-D,2,General Servant D,NORMALIZATION
General Servant-Dome,2,General Servant Dome,NORMALIZATION
General servant-Domestic,2,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
General Servant-Domestic Maid,2,General Servant Domestic Maid,NORMALIZATION
General Servant-Domestic-Unemployed,2,General Servant Domestic Unemployed,NORMALIZATION
General Servant-Doms,2,General Servant Doms,NORMALIZATION
General Servant-Domst,2,General Servant Domst,NORMALIZATION
General Servant-Domstic,2,General Servant Domstic,NORMALIZATION
General Servant-Outdoor,2,General Servant Outdoor,NORMALIZATION
General Servant-Retired,2,General Servant Retired,NORMALIZATION
General Servant-Servant,2,General Servant Servant,NORMALIZATION
General Servants (Domestic),2,General Servants Domestic,NORMALIZATION
General Servants-Domestic,2,General Servants Domestic,NORMALIZATION
General Servent (Domestic),2,General Servent Domestic,NORMALIZATION
General Servnat-Domestic,2,General Servnat Domestic,NORMALIZATION
General Svet-Domestic,2,General Svet Domestic,NORMALIZATION
General Svt-Domest,2,General Svt Domest,NORMALIZATION
General Tailor-Journeyman,2,General Tailor Journeyman,NORMALIZATION
General Work-Domestic Servant,2,General Work Domestic Servant,NORMALIZATION
General-Dom-Servant,2,General Dom Servant,NORMALIZATION
General-Domestic Servant Unemployed,2,General Domestic Servant Unemployed,NORMALIZATION
General-S-Domestic,2,General S Domestic,NORMALIZATION
Genl Servant-Unable,2,Genl Servant Unable,NORMALIZATION
Genl Sevt-Domestic,2,Genl Sevt Domestic,NORMALIZATION
Genl-Servt Domestic,2,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Genl. Servant - Domestic,2,General Domestic Servant,DICT_LOOKUP; NORMALIZATION
Genral Servant (Domestic),2,Genral Servant Domestic,NORMALIZATION
Genral Servant-Domestic,2,Genral Servant Domestic,NORMALIZATION
Genrl-Labourer,2,General Labourer,DICT_LOOKUP; NORMALIZATION
Genrl. Servt-Domestic,2,Genrl. Servt Domestic,NORMALIZATION
Gent-Insurance Office Manager,2,Gent Insurance Office Manager,NORMALIZATION
Gentleman (Farmer),2,Gentleman Farmer,NORMALIZATION
Gl Servt (Domestic) Unemployed,2,Gl Servt Domestic Unemployed,NORMALIZATION
Glass-Cutter,2,Glass Cutter,NORMALIZATION
Gnl Servant-Domestic,2,Gnl Servant Domestic,NORMALIZATION
Grand-Daughter of Farmer,2,Grand Daughter of Farmer,NORMALIZATION
Grand-Son of Farmer,2,Grand Son of Farmer,NORMALIZATION
Grocer (Family),2,Grocer Family,NORMALIZATION
Grocer (Manager),2,Grocer Manager,NORMALIZATION
Grocer (Shop Owner),2,Grocer Shop Owner,NORMALIZATION
Grocer (Unemployed),2,Grocer Unemployed,NORMALIZATION
Grocer and Baker-Master,2,Grocer and Baker Master,NORMALIZATION
Grocer and Ex-H. C. R. I. C,2,Grocer and Ex H. C. R. I. C,NORMALIZATION
Grocer-Assistant,2,Grocer Assistant,NORMALIZATION
Grocer-Publican,2,Grocer Publican,NORMALIZATION
Grocer-Spirit,2,Grocer Spirit,NORMALIZATION
Grocers (Assistant),2,Grocer's Assistant,DICT_LOOKUP; NORMALIZATION
Grocers apprentice,2,Grocer's Apprentice,DICT_LOOKUP
Grocers Assist (Dist Councillor),2,Grocers Assist Dist Councillor,NORMALIZATION
