NAME,gender,1996_count,1997_count,1998_count,1999_count,2000_count,count,90sCount
PAIGTON,F,0,0,0,0,0,3,0
PAIJE,F,0,0,0,0,0,5,0
PAISLEY-GRACE,F,0,0,0,0,0,4,0
PAISLEY-MAI,F,0,0,0,0,0,3,0
PAISLEY-RAE,F,0,0,0,0,0,6,0
PAISLEY-ROSE,F,0,0,0,0,0,3,0
PAITYN,F,0,0,0,0,0,8,0
PAK,M,0,0,0,0,0,3,0
PAKEEZA,F,0,0,0,0,0,7,0
PAL,F,0,0,0,0,0,16,0
PALAK,F,0,0,0,0,0,20,0
PALESA,F,0,0,0,0,0,6,0
PALVI,F,0,0,0,0,0,3,0
PALVINDER,M,0,0,0,0,0,3,0
PALWASHA,F,3,0,0,0,0,33,3
PAMELLA,F,0,0,0,0,0,3,0
PANAV,M,0,0,0,0,0,9,0
PANAYOTIS,M,0,3,0,0,0,3,3
PANIZ,F,0,0,0,0,0,6,0
PANKA,F,0,0,0,0,0,3,0
PANNA,F,0,0,0,0,0,17,0
PANSY,F,0,0,0,0,0,3,0
PANTH,M,0,0,0,0,0,4,0
PAPE,M,0,0,0,0,0,6,0
PARAN,M,0,0,0,3,0,3,3
PAREESA,F,0,0,0,0,0,10,0
PARI,F,3,0,0,0,0,139,3
PARIA,F,0,0,0,0,0,4,0
PARICE,F,4,0,0,3,0,7,7
PARIDHI,F,0,0,0,0,0,9,0
PARIN,M,0,0,0,0,0,23,0
PARINA,F,0,0,0,0,0,14,0
PARINEET,F,0,0,0,0,0,3,0
PARISE,F,5,0,0,0,0,11,5
PARISHAY,F,0,0,0,0,0,5,0
PARISHI,F,0,0,0,0,0,3,0
PARIS-LEIGH,F,0,0,0,0,0,9,0
PARISSA,F,0,0,0,0,0,13,0
PARIZA,F,0,0,0,0,0,10,0
PARKER-JAMES,M,0,0,0,0,0,11,0
PARKER-ROSE,F,0,0,0,0,0,3,0
PARLEEN,F,0,0,0,0,0,3,0
PARMEET,M,0,0,0,0,0,26,0
PARMEET,F,0,0,0,0,0,7,0
PARMIDA,F,0,0,0,0,0,7,0
PARMIS,F,0,0,0,0,0,29,0
PARMVEER,M,0,0,0,0,0,17,0
PARMVIR,M,0,0,0,0,0,3,0
PARNEET,F,0,0,0,0,0,65,0
PARSA,M,0,0,0,0,4,139,4
PARSA,F,0,0,0,0,0,9,0
PARTHA,M,0,0,0,0,0,3,0
PARTHIV,M,0,0,0,0,0,11,0
PARUL,F,0,0,0,4,0,9,4
PARVATHI,F,0,0,0,0,0,4,0
PARVATI,F,0,0,0,0,0,3,0
PARVESH,M,0,0,0,0,0,3,0
PARVEZ,M,0,0,4,0,0,4,4
PARVINA,F,0,0,0,0,0,3,0
PARVINDER,M,0,3,0,0,0,3,3
PARYA,F,0,0,0,0,0,13,0
PARYS,M,0,0,0,0,0,6,0
PATRICE,M,0,4,0,0,0,14,4
PATRICIJA,F,0,0,0,0,0,87,0
PATRICIO,M,0,0,0,0,0,6,0
PATRIKS,M,0,0,0,0,0,18,0
PATRISIA,F,0,0,0,0,0,10,0
PATRYCJA,F,0,0,3,0,0,479,3
PATTI,F,0,0,0,0,0,13,0
PAU,M,0,0,0,0,0,3,0
PAULETTE,F,0,0,3,0,3,6,6
PAUL-JUNIOR,M,0,0,0,0,0,13,0
PAULS,M,0,0,0,0,0,3,0
PAVANI,F,0,0,0,0,0,3,0
PAVANJIT,M,0,3,0,0,0,3,3
PAVANVEER,M,0,0,0,0,0,3,0
PAVANVIR,M,0,3,0,0,0,3,3
PAVENDEEP,M,0,4,0,0,0,4,4
PAVIN,M,0,0,0,0,0,3,0
PAVISHAN,M,0,0,0,0,0,3,0
PAVIT,M,0,0,0,0,0,3,0
PAVITHRA,F,0,0,0,0,0,6,0
PAVLE,M,0,0,0,0,3,12,3
PAVLEEN,F,0,0,0,0,0,15,0
PAVLINA,F,0,0,0,0,0,3,0
PAVLO,M,0,0,0,0,0,4,0
PAVNI,F,0,0,0,0,0,4,0
PAVOL,M,0,0,0,0,0,17,0
PAWEL,M,0,0,0,0,0,331,0
PAYSON,F,0,0,0,0,0,11,0
PAYTON-GRACE,F,0,0,0,0,0,3,0
PAYTON-LEIGH,F,0,0,0,0,0,3,0
PAYVIN,F,0,0,0,0,0,3,0
PAYWAND,M,0,0,0,0,0,3,0
PAZ,F,0,0,0,0,0,4,0
PEACE,M,0,0,0,0,0,22,0
PEARLA,F,0,0,0,0,0,8,0
PEARLE,F,0,0,0,0,0,3,0
PEARSON,M,0,0,0,0,0,3,0
PEDRAM,M,0,0,0,0,0,3,0
PEGGY-MAE,F,0,0,0,0,0,3,0
PEI,F,0,0,0,0,0,19,0
PEI,M,0,0,0,0,0,3,0
PEIGHTON,F,0,0,0,0,0,62,0
PEIQI,F,0,0,0,0,0,3,0
PELAGIA,F,0,0,0,0,0,3,0
PELAYO,M,0,0,0,0,0,3,0
PEMA,F,0,0,0,0,0,5,0
PEMBE,F,3,0,3,0,0,9,6
PENDA,F,0,0,0,0,0,10,0
PENELOPE-ROSE,F,0,0,0,0,0,13,0
PENG,M,0,0,0,0,0,3,0
PENIEL,M,0,0,0,0,0,40,0
PENN,M,0,0,0,0,0,4,0
PENNY-MAE,F,0,0,0,0,0,3,0
PENNY-MAY,F,0,0,0,0,0,3,0
PENNY-ROSE,F,0,0,0,0,0,15,0
PENUEL,M,0,0,0,0,0,3,0
PEPE,M,0,0,0,0,4,15,4
PERAN,M,0,0,3,0,0,3,3
PERDY,F,0,0,0,0,0,8,0
PEREGRIN,M,0,0,0,0,0,3,0
PEREL,F,0,0,0,0,0,8,0
PEREZ,M,4,0,0,0,0,70,4
PEREZ,F,0,0,0,0,0,3,0
PERI,M,0,0,4,0,0,4,4
PERIHAN,F,0,0,0,0,0,4,0
PERLA,F,0,0,0,0,0,88,0
PERLE,F,0,0,0,0,0,3,0
PERNELL,M,3,0,0,0,0,3,3
PERRIE-ROSE,F,0,0,0,0,0,4,0
PERSIS,F,0,0,0,0,0,10,0
PESSY,F,0,0,0,0,0,19,0
PETAL,F,0,0,0,0,0,62,0
PETEK,F,0,0,0,0,4,4,4
PETER-JAMES,M,0,0,0,0,0,7,0
PETER-JUNIOR,M,0,0,0,0,0,7,0
PETR,M,0,0,0,0,0,44,0
PEYTON-LEIGH,F,0,0,0,0,0,6,0
PEYTON-LOUISE,F,0,0,0,0,0,3,0
PEYTON-ROSE,F,0,0,0,0,0,15,0
PHARAOH,M,0,0,0,0,0,7,0
PHARELL,M,0,0,0,0,0,68,0
PHARELLE,M,0,0,0,0,0,5,0
PHARIS,M,0,0,0,0,0,3,0
PHARREN,M,0,0,0,0,0,3,0
PHAT,M,0,0,0,0,0,3,0
PHEBEE,F,0,0,0,0,0,3,0
PHELIM,M,3,0,0,3,0,9,6
PHELIX,M,0,0,0,0,0,4,0
PHENIX,M,0,0,0,0,0,3,0
PHEOBE-ANN,F,0,0,0,0,0,3,0
PHEOBIE,F,0,0,0,0,0,36,0
PHEONIX,F,0,0,0,0,5,50,5
PHEONIX,M,0,0,0,0,0,49,0
PHI,M,0,0,0,0,0,6,0
PHIA,F,0,0,0,0,0,8,0
PHILIPPOS,M,0,0,0,0,0,19,0
PHINEHAS,M,0,0,0,0,0,5,0
PHOEBE-,F,0,0,0,0,0,3,0
PHOEBE-GRACE,F,0,0,0,0,0,53,0
PHOEBE-JANE,F,0,0,0,0,0,6,0
PHOEBE-JAYNE,F,0,0,0,0,0,3,0
PHOEBE-JO,F,0,0,0,0,0,3,0
PHOEBE-LEE,F,0,0,0,0,0,7,0
PHOEBE-LEIGH,F,0,0,0,0,0,18,0
PHOEBE-LOU,F,0,0,0,0,0,3,0
PHOEBE-LOUISE,F,0,0,0,0,0,18,0
PHOEBE-MAE,F,0,0,0,0,0,40,0
PHOEBE-MAI,F,0,0,0,0,0,10,0
PHOEBE-MARIE,F,0,0,0,0,0,8,0
PHOEBE-MAY,F,0,0,0,0,0,13,0
PHOEBE-RAE,F,0,0,0,0,0,11,0
PHOEBE-ROSE,F,0,0,0,0,0,82,0
PHOENIX-ROSE,F,0,0,0,0,0,7,0
PHOENYX,F,0,0,0,0,0,3,0
PHOIBE,F,0,0,0,0,0,3,0
PHYLLIDA,F,4,3,0,0,0,7,7
PIERLUIGI,M,3,0,0,0,0,3,3
PIERSE,M,0,0,0,0,0,3,0
PIERSON,M,0,0,0,0,0,3,0
PIETRA,F,0,0,0,0,0,12,0
PIHU,F,0,0,0,0,0,8,0
PIJUS,M,0,0,0,0,0,50,0
PIO,M,0,0,0,0,0,6,0
PIPER,M,0,0,0,0,0,3,0
PIPER-ROSE,F,0,0,0,0,0,14,0
PIPPA-LEIGH,F,0,0,0,0,0,3,0
PIPPA-LOUISE,F,0,0,0,0,0,3,0
PIPPA-MAE,F,0,0,0,0,0,3,0
PIPPA-ROSE,F,0,0,0,0,0,22,0
PIPPIN,M,0,0,0,0,0,4,0
PIR,M,0,0,0,0,0,3,0
PIRANAVAN,M,0,3,0,0,0,3,3
PIRAVEEN,M,0,0,0,0,0,6,0
PIRAVEENA,F,0,0,0,0,3,3,3
PIRRAN,M,0,0,0,0,0,3,0
PIUS,M,0,0,0,0,0,3,0
PIXI,F,0,0,0,0,0,6,0
PIXIE-BEAU,F,0,0,0,0,0,3,0
PIXIE-BELLE,F,0,0,0,0,0,3,0
PIXIE-LEIGH,F,0,0,0,0,0,5,0
PIXIE-LOU,F,0,0,0,0,0,15,0
PIXIE-MAE,F,0,0,0,0,0,5,0
PIXIE-RAE,F,0,0,0,0,0,7,0
PIXIE-ROSE,F,0,0,0,0,0,8,0
PIYA,F,0,0,0,0,0,64,0
PIYUSH,M,0,3,0,0,0,14,3
PLAMEDI,F,0,0,0,0,0,4,0
PLAMEDI,M,0,0,0,0,0,3,0
PLAMEN,M,0,0,0,0,0,3,0
PLAMENA,F,0,0,0,0,0,3,0
PLATON,M,0,0,0,0,0,8,0
PLUM,F,0,0,0,0,0,7,0
POLA,F,0,0,0,0,0,452,0
POLINA,F,0,0,0,0,3,134,3
POLLIE,F,0,0,3,0,0,11,3
POLLY-MAE,F,0,0,0,0,0,3,0
POLLY-ROSE,F,0,0,0,0,0,3,0
POPI,F,0,0,0,0,0,3,0
POPPIE-ANN,F,0,0,0,0,0,6,0
POPPIE-LEIGH,F,0,0,0,0,0,6,0
POPPIE-MAE,F,0,0,0,0,0,17,0
POPPIE-MAI,F,0,0,0,0,0,6,0
POPPIE-RAE,F,0,0,0,0,0,5,0
POPPIE-ROSE,F,0,0,0,0,0,8,0
POPPY-ANN,F,0,0,0,0,0,39,0
POPPY-ANNE,F,0,0,0,0,0,19,0
POPPY-BELLE,F,0,0,0,0,0,15,0
POPPY-ELIZABETH,F,0,0,0,0,0,3,0
POPPY-ELLA,F,0,0,0,0,0,5,0
POPPY-GRACE,F,0,0,0,0,0,37,0
POPPY-ISABELLA,F,0,0,0,0,0,3,0
POPPY-JANE,F,0,0,0,0,0,10,0
POPPY-JAYNE,F,0,0,0,0,0,3,0
POPPY-JO,F,0,0,0,0,0,29,0
POPPY-LEA,F,0,0,0,0,0,11,0
POPPY-LEE,F,0,0,0,0,0,7,0
POPPY-LEIGH,F,0,0,0,0,0,49,0
POPPY-LOU,F,0,0,0,0,0,11,0
POPPY-LOUISE,F,0,0,0,0,0,50,0
POPPY-MAI,F,0,0,0,0,0,70,0
POPPY-MARIE,F,0,0,0,0,0,14,0
POPPY-RAE,F,0,0,0,0,0,72,0
POPPYROSE,F,0,0,0,0,0,4,0
POPPY-ROSE,F,0,0,0,0,0,214,0
POPPY-SUE,F,0,0,0,0,0,8,0
POPPY-WILLOW,F,0,0,0,0,0,3,0
PORCHA,F,3,0,0,0,0,31,3
PORCHIA,F,0,0,0,0,0,13,0
PORCIA,F,3,3,0,0,0,9,6
PORSCHE-LEIGH,F,0,0,0,0,0,3,0
PORSHA-LEIGH,F,0,0,0,0,0,3,0
PORSHIA,F,0,0,0,0,0,9,0
PORTER,M,0,0,0,0,0,30,0
POSEY,F,0,0,0,0,0,8,0
POSIE,F,0,0,0,0,0,7,0
POSY,F,0,0,0,0,0,73,0
POYRAZ,M,0,0,0,0,0,35,0
PRABDEEP,M,0,3,0,0,0,7,3
PRABH,M,0,0,0,0,0,15,0
PRABH,F,0,0,0,0,0,3,0
PRABHDEEP,M,0,0,3,0,0,33,3
PRABHDEEP,F,0,0,0,0,3,7,3
PRABHGUN,F,0,0,0,0,0,4,0
PRABHGUN,M,0,0,0,0,0,3,0
PRABHJEET,M,3,0,0,0,0,3,3
PRABHKIRAT,F,0,0,0,0,0,3,0
PRABHLEEN,F,0,0,0,0,0,44,0
PRABHNOOR,F,0,0,0,0,0,35,0
PRABHREET,F,0,0,0,0,0,4,0
PRABHROOP,F,0,0,0,0,0,3,0
PRABHVEER,M,0,0,0,0,0,3,0
PRABHVIR,M,0,0,0,0,0,3,0
PRABJOT,F,3,3,0,0,0,14,6
PRABJOT,M,0,0,0,0,3,3,3
PRABLEEN,F,0,0,0,0,0,3,0
PRABVEER,M,0,0,0,0,0,6,0
PRACHI,F,0,0,0,0,0,68,0
PRADEEP,M,0,3,0,0,0,3,3
PRADYUN,M,0,0,0,0,0,3,0
PRAGATI,F,0,0,0,0,0,3,0
PRAISE,F,0,0,0,0,0,189,0
PRAJIN,M,0,0,0,0,0,3,0
PRAJIT,M,0,0,0,0,0,3,0
PRAJNA,F,0,0,0,0,0,9,0
PRAJWAL,M,0,0,0,0,0,9,0
PRAKRITI,F,0,0,0,0,0,21,0
PRANATI,F,0,0,0,0,0,3,0
PRANAVAN,M,0,4,0,0,0,4,4
PRANAVI,F,0,0,0,0,0,40,0
PRANAYA,F,0,0,0,0,0,6,0
PRANAYA,M,0,0,0,0,0,3,0
PRANEEL,M,0,0,0,0,0,23,0
PRANEIL,M,0,0,0,0,0,3,0
PRANESH,M,0,0,0,0,0,15,0
PRANISH,M,0,0,0,0,0,3,0
PRANIT,M,0,0,0,0,0,6,0
PRANITA,F,0,0,0,0,0,3,0
PRANITH,M,0,0,0,0,0,3,0
PRANITHA,F,0,0,0,0,0,3,0
PRANJAL,M,0,0,0,0,0,3,0
PRANSHI,F,0,0,0,0,0,13,0
PRANSHU,M,0,0,0,0,0,14,0
PRAPTI,F,0,0,0,0,0,9,0
PRARTHANA,F,0,0,0,0,0,4,0
PRASANNA,M,0,0,0,3,0,3,3
PRATEEK,M,0,0,0,0,0,4,0
PRATHAM,M,0,0,0,0,0,60,0
PRATHANA,F,0,0,0,0,0,3,0
PRATYUSH,M,0,0,0,0,0,13,0
PRAVEENA,F,0,0,3,0,0,20,3
PRAVEER,M,0,0,0,0,0,3,0
PRAVIN,M,0,0,0,0,5,32,5
PRAVINA,F,0,0,0,0,0,6,0
PRAVLEEN,F,0,0,0,0,0,3,0
PRAYAN,M,0,0,0,0,0,9,0
PRECILIA,F,0,0,0,0,0,3,0
PREESHA,F,0,0,0,0,0,19,0
PREET,M,0,0,0,0,0,51,0
PREETHIKA,F,0,0,0,0,0,3,0
PREETHY,F,0,0,0,0,0,6,0
PREKSHA,F,0,0,0,0,0,3,0
PREMAL,M,0,3,0,3,0,6,6
PRERANA,F,0,0,0,0,0,3,0
PRERNA,F,0,0,0,0,0,3,0
PRESHA,F,0,0,0,0,0,6,0
PRESLAV,M,0,0,0,0,0,6,0
PRESTEN,M,0,0,0,0,0,3,0
PRESTON-JAMES,M,0,0,0,0,0,10,0
PRESTON-LEE,M,0,0,0,0,0,13,0
PRESTYN,M,0,0,0,0,0,3,0
PRETTY,F,0,0,0,0,0,4,0
PREYA,F,0,0,0,0,0,9,0
PREZLEY,M,0,0,0,0,0,4,0
PRICILLA,F,0,0,0,0,0,6,0
PRINCETON,M,0,0,0,0,0,13,0
PRINCEWILL,M,0,0,0,0,0,3,0
PRINCY,F,0,0,0,0,0,11,0
PRISCILLA-ROSE,F,0,0,0,0,0,3,0
PRISH,M,0,0,0,0,0,5,0
PRISHA,F,0,0,0,0,6,351,6
PRITHA,F,0,0,0,0,0,7,0
PRITHVIRAJ,M,0,0,0,0,0,3,0
PRITIKA,F,0,0,0,0,0,44,0
PRITPAL,F,0,0,0,3,0,6,3
PRIYAA,F,0,0,0,0,0,3,0
PRIYAH,F,0,0,0,0,0,12,0
PRIYAM,M,0,0,0,5,0,5,5
PRIYANA,F,0,0,0,0,0,37,0
PRIYANK,M,3,0,0,0,0,3,3
PRIYANSH,M,0,0,0,0,0,18,0
PRIYANSHI,F,0,0,0,0,0,34,0
PRIYANSHU,M,0,0,0,0,0,3,0
PRIYA-ROSE,F,0,0,0,0,0,8,0
PRIYASHA,F,0,0,0,0,0,4,0
PROSPER,M,0,0,0,0,0,47,0
PRUE,F,0,0,0,0,0,4,0
PRUSHA,F,0,0,0,0,0,7,0
PRYCE,M,0,0,0,0,0,10,0
PRYS,M,0,0,0,0,0,4,0
PRZEMYSLAW,M,0,0,0,0,0,44,0
PSALM,F,0,0,0,0,0,3,0
PUJAN,M,0,0,4,0,0,7,4
PUNEET,F,0,0,0,0,0,40,0
PUNIT,M,0,0,4,0,0,9,4
PURAN,M,0,0,0,0,0,3,0
PURDEY,F,0,0,0,0,0,54,0
PURDY,F,0,3,0,0,0,27,3
PURVA,F,0,0,0,0,0,3,0
PURVI,F,0,0,0,0,0,7,0
PUTERI,F,0,0,0,0,0,3,0
PYPER,F,0,0,0,0,0,78,0
QADAR,M,0,0,0,3,0,6,3
QADEER,M,0,0,4,0,0,10,4
QADIR,M,0,3,0,0,0,3,3
QAILAH,F,0,0,0,0,0,3,0
QAIM,M,0,0,0,0,0,6,0
QAMAR,F,0,0,0,0,0,18,0
QASID,M,0,0,0,0,0,3,0
QASSIM,M,0,4,0,0,0,25,4
QASWA,F,0,0,0,0,0,3,0
QAYLAH,F,0,0,0,0,0,15,0
QAYYIM,M,0,0,0,0,0,3,0
QENDRIM,M,0,0,0,3,0,3,3
QI,M,0,0,0,0,0,44,0
QI,F,0,0,0,0,0,9,0
QIAN,F,0,0,0,0,0,6,0
QIAN,M,0,0,0,0,0,3,0
QIAO,F,0,0,0,0,0,3,0
QIN,F,0,0,0,0,0,3,0
QING,F,0,0,0,0,0,13,0
QIRAAT,F,0,0,0,0,0,4,0
QIRAT,F,0,0,0,0,0,37,0
QUANG,M,0,0,3,0,0,3,3
QUASIM,M,0,3,0,0,0,3,3
QUAZI,M,4,0,0,0,0,4,4
QUDSIYAH,F,3,3,0,0,0,25,6
QUDUS,M,0,0,0,0,0,9,0
QUERIDA,F,0,0,0,0,0,3,0
QUIANNA,F,0,0,3,0,0,3,3
QUINCY,F,0,0,0,0,0,17,0
QUSAI,M,0,0,0,0,0,9,0
QUSAY,M,0,0,0,0,0,3,0
QUYNH,F,0,0,0,0,0,9,0
RAABIA,F,0,0,0,6,0,31,6
RAABIAH,F,0,0,0,3,0,21,3
RAABIYA,F,0,0,0,0,0,3,0
RAADHIYA,F,0,0,0,0,0,3,0
RAADHIYAH,F,0,0,0,0,0,3,0
RAADIYA,F,0,0,0,0,0,3,0
RAADIYAH,F,0,0,0,0,0,6,0
RAAFAY,M,0,0,0,0,0,10,0
RAAFE,M,0,0,0,0,0,3,0
RAAFI,M,0,0,0,0,0,9,0
RAAGA,F,0,0,0,0,0,5,0
RAAHI,F,0,0,0,0,0,7,0
RAAHIL,M,0,0,0,0,0,47,0
RAAHIM,M,0,0,0,0,0,28,0
RAAHIMA,F,0,0,0,0,0,6,0
RAAHUL,M,0,0,0,0,0,3,0
RAAID,M,0,0,0,0,0,6,0
RAAINA,F,0,0,0,0,0,10,0
RAAJ,M,0,0,0,0,0,3,0
RAAJAN,M,0,0,0,0,0,24,0
RAAJVEER,M,0,0,0,0,0,4,0
RAAKHI,F,0,0,0,0,0,3,0
RAAM,M,0,0,0,0,0,6,0
RAAMEEN,F,0,0,0,0,0,27,0
RAANIA,F,0,0,0,0,0,3,0
RAANIYA,F,0,0,0,0,0,3,0
RAAYA,F,0,0,0,0,0,3,0
RAAYAN,M,0,0,0,0,0,3,0
RAAZIA,F,0,0,0,0,0,3,0
RAB,M,0,0,0,0,0,6,0
RABAB,F,0,3,0,0,0,26,3
RABAIL,F,0,0,0,0,0,14,0
RABBI,M,0,0,0,0,0,6,0
RABBIA,F,0,4,0,0,0,4,4
RABEEA,F,0,0,0,0,0,7,0
RABEYA,F,0,0,0,0,0,3,0
RABI,M,0,0,0,0,0,6,0
RABIATOU,F,0,0,0,0,0,3,0
RABIHA,F,3,0,3,0,0,6,6
RABINA,F,3,0,0,0,0,3,3
RABIYAH,F,0,0,0,0,5,5,5
RABYA,F,0,0,0,3,0,3,3
RACHAL,F,0,4,3,0,0,7,7
RACHANA,F,0,0,0,0,0,3,0
RACHEL-LOUISE,F,0,0,0,0,0,3,0
RACHIT,M,0,0,0,0,0,3,0
RACHNA,F,0,3,0,0,0,6,3
RACIM,M,0,0,0,0,0,3,0
RACINE,F,3,0,0,0,0,3,3
RADA,F,0,0,0,0,0,4,0
RADHIA,F,0,0,0,0,0,3,0
RADHIYA,F,0,0,0,0,3,14,3
RADI,M,0,0,0,0,0,3,0
RADIKA,F,0,0,0,3,0,3,3
RADIYA,F,0,0,0,0,0,34,0
RADIYAH,F,0,3,0,0,3,69,6
RADLEY,M,0,0,0,0,0,93,0
RADOSLAVA,F,0,0,0,0,0,3,0
RADWA,F,0,0,0,0,0,16,0
RADYAH,F,0,0,0,0,0,3,0
RAE,M,3,0,0,0,0,18,3
RAEA,F,0,0,0,0,0,9,0
RAE-ANN,F,0,0,0,3,0,3,3
RAEANNA,F,0,0,0,0,3,6,3
RAED,M,0,0,0,0,0,34,0
RAEED,M,0,0,0,0,0,4,0
RAEEF,M,0,0,0,0,0,10,0
RA'EES,M,0,0,0,3,0,18,3
RAEESE,M,0,0,0,0,0,6,0
RAEF,M,0,0,0,0,0,88,0
RAEFE,M,0,0,0,0,0,4,0
RAEGAN,M,0,0,3,0,0,34,3
RAEIS,M,0,3,0,0,0,3,3
RAEL,M,0,4,0,0,0,9,4
RAELLE,F,0,0,0,0,0,7,0
RAEM,M,0,0,0,0,0,3,0
RAENA,F,0,0,0,0,0,15,0
RAEPH,M,0,0,0,0,0,3,0
RAEVEN,F,3,0,0,0,0,6,3
RAEYA,F,0,0,0,0,0,58,0
RAFA,M,0,0,0,0,0,23,0
RAFAAN,M,0,0,0,0,0,3,0
RAFAELS,M,0,0,0,0,0,4,0
RAFAN,M,0,0,0,0,0,37,0
RAFAT,M,0,4,0,0,0,10,4
RAFAY,M,0,0,0,3,0,132,3
RAFEE,M,0,0,0,0,0,27,0
RAFEEF,F,0,0,0,0,0,9,0
RAFEH,M,0,0,0,0,0,4,0
RAFEL,M,0,0,0,0,0,6,0
RAFF,M,0,0,0,0,0,7,0
RAFFAELA,F,0,0,3,0,0,3,3
RAFFAELLO,M,0,0,0,0,0,5,0
RAFFEY,M,0,0,0,0,0,4,0
RAFIAT,F,3,0,4,0,0,10,7
RAFID,M,0,0,0,0,0,4,0
RAFIDA,F,0,0,0,0,0,3,0
RAFIF,F,0,0,0,0,0,3,0
RAFIK,M,0,0,0,0,0,18,0
RAFIUL,M,0,0,0,0,0,10,0
RAFSAN,M,0,0,0,0,0,8,0
RAGAD,F,0,0,0,0,0,8,0
RAGAVI,F,0,0,0,0,3,10,3
RAGEN,F,0,0,0,0,3,3,3
RAGHAD,F,0,0,0,0,0,59,0
RAGHIB,M,0,3,0,0,0,3,3
RAGUL,M,0,0,3,0,0,3,3
RAHA,F,0,0,0,0,0,58,0
RAHAAN,M,0,0,0,0,0,6,0
RAHAF,F,0,0,0,0,0,127,0
RAHAIL,M,0,0,0,0,0,3,0
RAHANA,F,0,0,0,0,0,7,0
RAHAND,M,0,0,0,0,0,54,0
RAHATH,M,4,0,0,0,3,10,7
RAHBIA,F,0,3,0,0,0,3,3
RAHEEB,M,3,0,0,0,0,10,3
RAHEEN,F,0,0,0,0,0,6,0
RAHEES,M,0,3,3,0,0,40,6
RAHEESA,F,0,0,3,0,0,3,3
RAHEIM,M,0,0,0,0,0,57,0
RAHEL,F,3,0,0,0,0,33,3
RAHEL,M,0,0,0,0,0,5,0
RAHEMA,F,0,0,0,0,3,3,3
RAHENA,F,4,0,0,0,0,4,4
RAHI,F,0,0,0,0,0,8,0
RAHI,M,0,0,0,0,0,6,0
RAHIB,M,0,3,0,0,0,34,3
RAHID,M,0,3,0,0,0,3,3
RAHIEM,M,0,0,0,0,0,23,0
RAHIIMA,F,0,0,0,0,0,3,0
RAHIL,F,0,0,0,0,0,6,0
RAHIN,M,0,0,3,0,0,3,3
RAHINA,F,0,0,0,0,0,6,0
RAHMAAN,M,0,0,0,0,0,6,0
RAHMAH,F,0,0,0,0,5,111,5
RAHMAT,F,0,0,0,0,0,3,0
RAHMEEN,F,0,0,0,0,0,3,0
RAHMO,F,0,0,0,0,0,3,0
RAHMONE,M,0,0,0,0,0,3,0
RAHWA,F,0,0,0,0,0,3,0
RAIAH,F,0,0,0,0,0,3,0
RAIAN,M,0,0,0,0,0,4,0
RA'ID,M,0,0,0,0,0,8,0
RAIDA,F,0,0,0,0,0,6,0
RAIDAH,F,0,0,0,0,0,7,0
RAIENS,M,0,0,0,0,0,26,0
RAIFAH,F,0,0,0,0,0,4,0
RAIFE,M,3,0,0,0,3,206,6
RAIHA,F,0,0,0,0,0,21,0
RAIMA,F,0,0,3,0,0,86,3
RAIMAH,F,0,0,0,0,0,3,0
RAIMONDS,M,0,0,0,0,0,3,0
RAINER,M,0,3,0,0,0,10,3
RAINEY,F,0,0,0,0,0,9,0
RAISY,F,0,0,0,0,0,7,0
RAIVO,M,0,0,0,0,0,4,0
RAIYA,F,0,0,0,0,0,72,0
RAIYAAN,M,0,0,0,0,0,38,0
RAIYAH,F,0,0,0,0,0,11,0
RAIZEL,F,0,3,0,0,3,13,6
RAIZY,F,0,0,0,0,0,9,0
RAJAB,M,0,0,3,0,0,42,3
RAJAH,M,3,0,0,4,0,7,7
RAJAT,M,0,0,0,0,0,3,0
RAJEN,M,0,0,0,0,5,5,5
RAJI,M,0,0,0,0,0,3,0
RAJIB,M,0,3,0,0,4,10,7
RAJINA,F,0,0,0,3,0,3,3
RAJINDER,F,0,0,0,0,4,4,4
RAJKUMAR,M,0,0,0,0,0,3,0
RAJMINA,F,0,0,4,0,0,4,4
RAJNA,F,0,3,0,0,0,3,3
RAJNEET,F,0,0,3,3,0,6,6
RAJVI,F,0,0,0,0,0,10,0
RAJVINDER,M,3,0,0,0,0,9,3
RAJVIR,F,3,0,0,0,0,21,3
RAJWINDER,F,0,0,0,0,0,8,0
RAKAN,M,0,0,0,0,0,60,0
RAKAYA,F,0,0,0,0,3,3,3
RAKEB,F,0,0,0,0,0,10,0
RAKEEB,M,0,0,0,4,0,11,4
RAKHEE,F,3,4,0,0,0,7,7
RAKHI,F,3,3,0,0,0,15,6
RAKIN,M,0,3,3,0,0,26,6
RAKIYA,F,0,3,0,0,0,10,3
RAKIYAH,F,0,0,0,0,0,3,0
RAKSHA,F,4,0,0,0,0,11,4
RAKSHAN,M,0,0,0,0,0,9,0
RAKSHANA,F,0,0,0,0,0,9,0
RALFIE,M,0,0,0,0,0,72,0
RALFS,M,0,0,0,0,0,58,0
RALIAT,F,0,4,0,0,0,4,4
RALITSA,F,0,0,0,0,0,3,0
RALPHY,M,0,0,0,0,0,235,0
RALPHY-LEE,M,0,0,0,0,0,3,0
RALUCA,F,0,0,0,0,0,34,0
RAMAE,M,0,0,0,0,0,3,0
RAMAH,M,0,0,0,0,3,3,3
RAMAL,M,3,0,0,0,0,3,3
RAMANA,F,0,0,0,5,0,5,5
RAMANI,F,0,0,0,0,3,8,3
RAMARI,M,0,0,0,0,0,3,0
RAMARIO,M,0,0,0,0,0,3,0
