NAME,gender,count,90sCount,AdjustedCount
HANIA,F,363,22,363
HANIAH,F,142,12,142
HANIFA,F,413,86,413
HANIFAH,F,178,36,178
HANIFE,F,9,0,3
HANISHA,F,29,12,29
HANIYA,F,638,11,638
HANNA,F,3211,444,3211
HANNAH,F,73432,25310,73432
HANNAH-JAYNE,F,3,3,3
HANNAH-LEIGH,F,3,3,3
HANNAH-LOUISE,F,90,49,90
HANNAH-MAE,F,24,10,24
HANNAH-MARIE,F,40,17,40
HANNAH-MAY,F,51,12,51
HANNAH-ROSE,F,33,14,33
HANNALISE,F,3,3,3
HANNAN,F,178,24,178
HANNE,F,13,7,13
HANNELORE,F,3,3,3
HANSA,F,89,36,89
HANYA,F,56,11,56
HAPPINESS,F,9,0,3
HARDEEP,F,37,31,37
HARIETTE,F,7,0,2
HARINI,F,151,7,151
HARJOT,F,73,21,73
HARKIRAN,F,112,42,112
HARLEE,F,83,12,83
HARLEEN,F,664,44,664
HARLEIGH,F,359,60,359
HARLEY,F,1569,399,1569
HARLIE,F,310,42,310
HARLOW,F,404,0,135
HARLOWE,F,25,0,8
HARMEET,F,32,11,32
HARMONIE,F,140,8,140
HARMONY,F,1590,172,1590
HARNEET,F,74,13,74
HARPER,F,2270,0,757
HARPREET,F,287,116,287
HARRIE,F,27,12,27
HARRIET,F,18523,4636,18523
HARRIETT,F,820,165,820
HARRIETTE,F,406,104,406
HARRIOT,F,46,19,46
HARRIOTT,F,23,7,23
HARSIMRAN,F,241,62,241
HARUKA,F,39,14,39
HARVEEN,F,118,25,118
HARVINDER,F,10,10,10
HASEEBA,F,30,11,30
HASEENA,F,100,37,100
HASIBA,F,23,0,8
HASINA,F,94,43,94
HASNA,F,211,53,211
HATICE,F,164,33,164
HATTI,F,14,3,14
HATTIE,F,1315,89,1315
HAVANA,F,211,19,211
HAVANNA,F,19,0,6
HAWA,F,492,43,492
HAWRA,F,28,3,28
HAWWA,F,326,14,326
HAYA,F,279,16,279
HAYAM,F,3,3,3
HAYAT,F,156,12,156
HAYDEN,F,202,3,202
HAYDN,F,16,7,16
HAYLEE,F,60,12,60
HAYLEIGH,F,360,179,360
HAYLEY,F,10573,2873,10573
HAYLEY-JANE,F,4,4,4
HAYLIE,F,78,26,78
HAZAL,F,174,29,174
HAZEL,F,6746,550,6746
HAZERA,F,117,29,117
HAZRA,F,10,10,10
HEATHER,F,11495,2640,11495
HEAVEN,F,188,30,188
HEAVEN-LEIGH,F,19,3,19
HEAVENLY,F,33,9,33
HEBA,F,267,37,267
HEBE,F,387,124,387
HEENA,F,224,104,224
HEIDI,F,8274,839,8274
HEINI,F,6,3,6
HELA,F,9,0,3
HELAINA,F,99,28,99
HELANA,F,28,4,28
HELAYNA,F,37,17,37
HELEDD,F,121,46,121
HELEENA,F,20,11,20
HELEN,F,25703,1577,25703
HELENA,F,3728,1343,3728
HELENE,F,120,45,120
HELIN,F,304,47,304
HELINA,F,28,11,28
HELLY,F,3,0,1
HELOISE,F,159,63,159
HEMA,F,112,31,112
HEMALI,F,17,11,17
HENA,F,164,52,164
HENAL,F,7,7,7
HENNA,F,857,388,857
HENNAH,F,38,26,38
HENRIETTA,F,1181,247,1181
HENRIETTE,F,24,6,24
HEPHZIBAH,F,72,7,72
HERA,F,66,14,66
HERMIONE,F,1778,165,1778
HERMIONIE,F,6,0,2
HERO,F,44,7,44
HESSA,F,45,0,15
HESTER,F,343,90,343
HETAL,F,19,14,19
HETTI,F,21,0,7
HETTIE,F,453,25,453
HETTY,F,332,43,332
HEULWEN,F,24,8,24
HIBA,F,941,66,941
HIBAH,F,553,69,553
HIBAQ,F,53,16,53
HIBBA,F,360,3,360
HIBBAH,F,180,0,60
HIBO,F,53,13,53
HIDAYA,F,51,0,17
HIFSA,F,89,25,89
HIFSAH,F,22,12,22
HIFZA,F,181,34,181
HILA,F,18,0,6
HILARY,F,2160,67,2160
HILDA,F,11276,6,11276
HILLARY,F,98,12,98
HIMANI,F,97,14,97
HINA,F,288,89,288
HINAL,F,23,9,23
HIND,F,71,11,71
HINNA,F,44,29,44
HIRA,F,446,93,446
HIRAL,F,30,19,30
HIRANUR,F,25,0,8
HIROKO,F,3,3,3
HIRRA,F,29,12,29
HODA,F,66,23,66
HODAN,F,148,32,148
HODO,F,20,13,20
HOI,F,20,7,20
HOLLEIGH,F,18,7,18
HOLLEY,F,31,18,31
HOLLI,F,339,94,339
HOLLIE,F,16318,3918,16318
HOLLIE-ANNE,F,28,9,28
HOLLIE-MAE,F,144,8,144
HOLLIE-MARIE,F,43,3,43
HOLLIE-MAY,F,67,6,67
HOLLY,F,49533,12046,49533
HOLLYANN,F,11,4,11
HOLLY-ANN,F,94,33,94
HOLLYANNE,F,6,3,6
HOLLY-ANNE,F,71,28,71
HOLLY-LOUISE,F,42,6,42
HOLLY-MAE,F,103,12,103
HOLLY-MARIE,F,77,4,77
HOLLY-ROSE,F,61,0,20
HONESTY,F,3,0,1
HONEY,F,3121,64,3121
HONOR,F,1571,381,1571
HONOUR,F,141,21,141
HOPE,F,6065,1248,6065
HOSANNA,F,60,0,20
HOUDA,F,25,3,25
HUDA,F,690,73,690
HUI,F,57,0,19
HULYA,F,6,3,6
HUMA,F,268,93,268
HUMAIRA,F,1280,269,1280
HUMAIRAA,F,308,115,308
HUMAIRAH,F,173,20,173
HUMAYRA,F,517,135,517
HUMAYRAA,F,27,13,27
HUMERA,F,280,100,280
HUMMA,F,30,14,30
HUMNA,F,105,11,105
HURIYA,F,31,0,10
HURIYAH,F,18,0,6
HUSNA,F,765,102,765
HUSNAA,F,105,11,105
HYDIE,F,4,0,1
IANTHE,F,58,11,58
IBA,F,31,0,10
IBIRONKE,F,4,4,4
IBTIHAL,F,23,5,23
IBTISAM,F,163,10,163
IBUKUNOLUWA,F,80,15,80
IDA,F,2639,28,2639
IDA-ROSE,F,10,0,3
IDIL,F,133,35,133
IDMAN,F,37,0,12
IESHA,F,190,76,190
IEVA,F,140,9,140
IFEOLUWA,F,198,33,198
IFEOLUWAPO,F,6,3,6
IFEOMA,F,68,10,68
IFFAH,F,68,0,23
IFFAT,F,84,24,84
IFFATH,F,6,3,6
IFRA,F,184,45,184
IFRAH,F,301,104,301
IFSA,F,9,9,9
IFZA,F,74,15,74
IGA,F,232,0,77
IJEOMA,F,50,9,50
IKHLAS,F,80,0,27
IKHRA,F,20,14,20
IKRA,F,497,292,497
IKRAA,F,17,14,17
IKRAH,F,148,88,148
IKRAM,F,233,44,233
IKRAN,F,82,8,82
ILA,F,165,3,165
ILANA,F,312,60,312
ILARIA,F,153,7,153
ILAYDA,F,246,33,246
ILENA,F,6,3,6
ILENIA,F,3,0,1
ILHAM,F,193,27,193
ILHAN,F,127,12,127
ILIA,F,21,0,7
ILIANA,F,139,3,139
ILIYA,F,4,0,1
ILLIANA,F,20,0,7
ILLYANA,F,4,0,1
ILONA,F,198,65,198
ILSA,F,107,21,107
ILSE,F,19,0,6
ILYSSA,F,3,0,1
IMAAN,F,2116,117,2116
IMAANI,F,182,33,182
IMAGEN,F,7,0,2
IMAN,F,2067,322,2067
IMANE,F,97,9,97
IMANI,F,911,147,911
IMARA,F,71,10,71
IMARNI,F,96,10,96
IMELDA,F,62,9,62
IMELIA,F,7,0,2
IMEN,F,14,0,5
IMMACULATE,F,3,0,1
IMMOGEN,F,48,12,48
IMOGEN,F,25475,4333,25475
IMOGENE,F,91,35,91
IMOGEN-ROSE,F,44,0,15
IMOGIN,F,6,0,2
IMOJEN,F,12,3,12
IMREN,F,3,3,3
INA,F,81,3,81
INAARA,F,25,0,8
INAAYA,F,1806,0,602
INAIYA,F,15,0,5
INARA,F,220,0,73
INARAH,F,13,0,4
INARI,F,6,3,6
INAS,F,76,5,76
INAYA,F,1367,8,1367
INAYAH,F,1414,40,1414
INCA,F,48,6,48
INDEA,F,26,18,26
INDERPREET,F,49,24,49
INDI,F,398,16,398
INDIA,F,6448,1775,6448
INDIANA,F,679,69,679
INDIANNA,F,234,36,234
INDIA-ROSE,F,176,17,176
INDICA,F,23,7,23
INDIE,F,1042,12,1042
INDIE-ROSE,F,74,0,25
INDIGO,F,656,64,656
INDIRA,F,183,24,183
INDIYA,F,92,8,92
INDRA,F,37,4,37
INDY,F,167,4,167
INDYA,F,191,51,191
INES,F,1051,119,1051
INESA,F,22,0,7
INEZ,F,222,33,222
INGA,F,96,4,96
INGRID,F,365,56,365
INIKA,F,6,0,2
INIOLUWA,F,80,0,27
INIYA,F,28,0,9
INNA,F,15,0,5
INNAYA,F,55,0,18
INNES,F,30,4,30
INOLA,F,10,3,10
INSHA,F,121,15,121
INZA,F,7,3,7
IO,F,19,0,6
IOANA,F,159,4,159
IOANNA,F,72,4,72
IOLA,F,216,32,216
IOLANTHE,F,6,0,2
IONA,F,2819,822,2819
IONE,F,178,57,178
IONELA,F,14,0,5
IONIE,F,52,9,52
IPEK,F,36,16,36
IQLAS,F,15,0,5
IQRA,F,3348,640,3348
IQRAA,F,72,38,72
IQRAH,F,204,92,204
IRA,F,90,6,90
IRAM,F,549,286,549
IRELAND,F,13,7,13
IREM,F,144,19,144
IREMIDE,F,15,0,5
IRENA,F,46,6,46
IRENE,F,15440,62,15440
IREOLUWA,F,9,0,3
IRINA,F,125,7,125
IRIS,F,10098,63,10098
IRISA,F,3,0,1
IRMA,F,10,0,3
IRRAM,F,28,19,28
IRRUM,F,3,3,3
IRSA,F,61,0,20
IRUM,F,76,32,76
IRYS,F,6,0,2
IRZA,F,6,0,2
ISA,F,71,14,71
ISABEL,F,17540,2910,17540
ISABELA,F,295,11,295
ISABELL,F,540,28,540
ISABELLA,F,40904,3184,40904
ISABELLA-ROSE,F,234,0,78
ISABELLE,F,33532,2971,33532
ISADORA,F,338,42,338
ISATOU,F,133,14,133
ISATU,F,18,3,18
ISBAH,F,38,10,38
ISEULT,F,6,0,2
ISHA,F,1813,170,1813
ISHANA,F,65,3,65
ISHANI,F,202,12,202
ISHBEL,F,108,28,108
ISHER,F,22,3,22
ISHITA,F,96,0,32
ISHRAT,F,146,29,146
ISHRATH,F,10,4,10
ISIDORA,F,29,0,10
ISIS,F,571,96,571
ISLA,F,26675,507,26675
ISLA-GRACE,F,124,0,41
ISLA-JANE,F,15,0,5
ISLA-MAE,F,203,0,68
ISLA-MAY,F,88,0,29
ISLA-RAE,F,91,0,30
ISLA-ROSE,F,537,0,179
ISLAY,F,165,13,165
ISMA,F,328,66,328
ISMAE,F,3,0,1
ISMAH,F,183,17,183
ISMAHAN,F,49,10,49
ISMAY,F,91,27,91
ISOBEL,F,16863,3767,16863
ISOBELL,F,80,7,80
ISOBELLA,F,1025,113,1025
ISOBELLE,F,2216,290,2216
ISOLA,F,6,3,6
ISOLDE,F,96,12,96
ISRA,F,948,83,948
ISRAEL,F,22,8,22
ISSABELL,F,4,0,1
ISSABELLE,F,113,3,113
ISSEY,F,40,3,40
ISSRA,F,13,0,4
ISSY,F,23,0,8
ITALIA,F,171,10,171
ITOHAN,F,9,0,3
IUDITA,F,4,0,1
IVA,F,73,0,24
IVANA,F,284,44,284
IVANNA,F,65,3,65
IVIE,F,196,3,196
IVORY,F,30,3,30
IVY,F,15117,68,15117
IWINOSA,F,12,0,4
IXIA,F,3,0,1
IYANNAH,F,6,0,2
IYESHA,F,22,16,22
IYINOLUWA,F,15,0,5
IYLA,F,753,0,251
IYLAH,F,93,0,31
IYLA-MAE,F,18,0,6
IYOBOSA,F,6,0,2
IYSHA,F,29,4,29
IYSLA,F,4,0,1
IZA,F,23,0,8
IZABEL,F,414,29,414
IZABELA,F,427,10,427
IZABELL,F,61,0,20
IZABELLA,F,1602,86,1602
IZABELLE,F,759,32,759
IZADORA,F,6,0,2
IZAH,F,14,0,5
IZEL,F,42,13,42
IZMA,F,80,0,27
IZOBEL,F,123,18,123
IZOBELLE,F,35,0,12
IZUMI,F,4,0,1
IZZA,F,120,7,120
IZZABELLA,F,187,3,187
IZZI,F,28,0,9
IZZIE,F,241,0,80
IZZY,F,767,18,767
JACEY,F,255,23,255
JACINTA,F,132,58,132
JACINTHA,F,3,0,1
JACKIE,F,88,49,88
JACLYN,F,15,8,15
JACQUELINE,F,16053,338,16053
JACQUELYN,F,13,8,13
JACQUI,F,15,12,15
JADA,F,1380,268,1380
JADE,F,23417,11988,23417
JADE-LOUISE,F,42,33,42
JADE-MARIE,F,47,39,47
JADEN,F,210,32,210
JADENE,F,59,52,59
JADESOLA,F,114,20,114
JADIE,F,85,47,85
JADINE,F,68,45,68
JADZIA,F,90,45,90
JAE,F,64,34,64
JAEGER,F,7,4,7
JAEL,F,84,7,84
JAGODA,F,247,0,82
JAI,F,119,45,119
JAIDA,F,333,28,333
JAIDEN,F,110,7,110
JAIME,F,1002,248,1002
JAIMEE,F,412,92,412
JAIMEE-LEIGH,F,52,4,52
JAIME-LEE,F,31,13,31
JAIME-LEIGH,F,123,22,123
JAIMEY,F,12,3,12
JAIMI,F,7,3,7
JAIMIE,F,301,102,301
JAIMIE-LEIGH,F,19,7,19
JAINA,F,125,42,125
JAMEELA,F,142,27,142
JAMEELAH,F,89,13,89
JAMELIA,F,219,32,219
JAMEY,F,28,8,28
JAMI,F,18,18,18
JAMIE,F,2440,971,2440
JAMIE-ANN,F,4,4,4
JAMIEE,F,19,3,19
JAMIELEA,F,10,7,10
JAMIE-LEA,F,96,25,96
JAMIELEE,F,70,40,70
JAMIE-LEE,F,564,255,564
JAMIELEIGH,F,79,31,79
JAMIE-LEIGH,F,796,200,796
JAMIE-LOUISE,F,36,9,36
JAMILA,F,542,151,542
JAMILAH,F,167,42,167
JAMILLA,F,67,33,67
JAMIMA,F,47,10,47
JAN,F,25,3,25
JANA,F,622,80,622
JANAE,F,233,16,233
JANAKI,F,14,8,14
JANAY,F,61,22,61
JANE,F,19204,418,19204
JANELLE,F,456,51,456
JANESSA,F,23,3,23
JANET,F,18918,76,18918
JANEY,F,97,17,97
JANICE,F,2732,35,2732
JANIE,F,124,43,124
JANINA,F,57,11,57
JANINE,F,167,91,167
JANIS,F,8,4,8
JANITA,F,7,4,7
JANKI,F,54,39,54
JANNA,F,143,19,143
JANNAH,F,573,50,573
JANNAT,F,870,45,870
JANNATH,F,99,8,99
JANNATUL,F,93,11,93
JANNET,F,4,0,1
JANVI,F,120,27,120
JAPLEEN,F,15,0,5
JAQUELINE,F,3,3,3
JASDEEP,F,64,26,64
JASKARAN,F,12,9,12
JASKIRAN,F,173,55,173
JASLEEN,F,549,55,549
JASMEEN,F,143,15,143
JASMEET,F,198,23,198
JASMIN,F,4306,1516,4306
JASMINA,F,261,31,261
JASMINDER,F,30,9,30
JASMINE,F,30582,6723,30582
JASMYN,F,308,67,308
JASNEET,F,76,15,76
JASPREET,F,405,170,405
JASVEER,F,18,0,6
JASWINDER,F,9,9,9
JAVAIRIA,F,57,33,57
JAVARIA,F,26,22,26
JAVERIA,F,242,46,242
JAWAHIR,F,18,0,6
JAWAIRIA,F,15,3,15
JAY,F,214,137,214
JAYA,F,1101,111,1101
JAYCEE,F,244,28,244
JAYCIE,F,96,5,96
JAYDA,F,611,70,611
JAYDE,F,394,204,394
JAYDEAN,F,15,9,15
JAYDEE,F,47,22,47
JAYDEN,F,303,53,303
JAYDENE,F,68,45,68
JAYE,F,160,104,160
JAYME,F,120,40,120
JAYMEE,F,166,72,166
JAYMEE-LEIGH,F,17,7,17
JAYMI,F,9,9,9
JAYMIE,F,190,60,190
JAYNA,F,119,38,119
JAYNE,F,2462,147,2462
JAYNIE,F,14,7,14
JAZ,F,25,18,25
JAZMIN,F,1579,406,1579
JAZMINE,F,1282,327,1282
JAZMYN,F,245,58,245
JAZMYNE,F,28,3,28
JAZZ,F,116,46,116
JAZZMIN,F,97,47,97
JAZZMINE,F,37,24,37
JEAN,F,21383,48,21383
JEANETTE,F,2142,25,2142
JEANIE,F,101,7,101
JEANINE,F,3,0,1
JEANNA,F,3,3,3
JEANNE,F,100,13,100
JEANNETTE,F,6,3,6
JEANNIE,F,101,20,101
JEEVAN,F,54,14,54
JELENA,F,72,20,72
JEMA,F,23,10,23
JEMILA,F,9,9,9
JEMIMA,F,5100,1054,5100
JEMIMAH,F,593,88,593
JEMINA,F,13,7,13
JEMMA,F,4742,1705,4742
JEMMA-LOUISE,F,5,5,5
JENA,F,246,63,246
JENAE,F,51,3,51
JENAI,F,39,13,39
JENELLE,F,63,8,63
JENESSA,F,27,16,27
JENEVIEVE,F,9,3,9
JENI,F,16,4,16
JENIFER,F,126,36,126
JENIKA,F,26,13,26
JENNA,F,5515,1340,5515
JENNAH,F,227,23,227
JENNER,F,3,3,3
JENNI,F,125,38,125
JENNIE,F,255,101,255
JENNIFER,F,25686,4345,25686
JENNY,F,1835,537,1835
JEORGIA,F,56,35,56
JERI,F,15,12,15
JERICA,F,3,3,3
JERRY,F,15,15,15
JERSEY,F,280,0,93
JERSIE,F,18,0,6
JERUSHA,F,65,9,65
JESAMINE,F,17,11,17
JESICA,F,49,4,49
JESMIN,F,6,3,6
JESS,F,421,90,421
JESSAMINE,F,22,11,22
JESSAMY,F,94,44,94
JESSE,F,306,91,306
JESSI,F,85,15,85
JESSICA,F,101043,28098,101043
JESSICA-ANNE,F,15,3,15
JESSICA-JADE,F,13,6,13
JESSICA-JANE,F,43,3,43
JESSICA-LEIGH,F,73,7,73
JESSICA-LOUISE,F,101,15,101
JESSICA-MAE,F,75,7,75
JESSICA-MAI,F,24,3,24
JESSICA-MAY,F,85,5,85
JESSICA-ROSE,F,113,10,113
JESSICCA,F,38,18,38
JESSIE,F,8098,815,8098
JESSIE-LEIGH,F,41,3,41
JESSIKA,F,234,48,234
JESSIKAH,F,8,8,8
JESSY,F,110,29,110
JESSYE,F,10,7,10
JETA,F,4,4,4
JEWEL,F,159,10,159
JEYDA,F,115,34,115
JI,F,18,3,18
JIA,F,540,12,540
JIANA,F,11,0,4
JILL,F,3185,30,3185
JILLIAN,F,58,14,58
JILLY,F,13,6,13
JIN,F,28,0,9
JING,F,105,0,35
JINNY,F,3,0,1
JIORDAN,F,13,10,13
JISHA,F,3,0,1
JIYA,F,604,0,201
JO,F,213,111,213
JOAN,F,20914,42,20914
JOANA,F,233,42,233
JOANIE,F,104,6,104
JOANN,F,14,7,14
JO-ANN,F,7,7,7
JOANNA,F,7646,1384,7646
JOANNE,F,12455,816,12455
JO-ANNE,F,13,10,13
JOCASTA,F,24,4,24
JOCELYN,F,743,111,743
JOCIE,F,6,0,2
JODEE,F,11,8,11
JODHI,F,7,7,7
JODI,F,786,380,786
JODIE,F,11566,4884,11566
JODIE-LEE,F,33,17,33
JODIE-LEIGH,F,99,36,99
JODIE-MAY,F,7,7,7
JODINE,F,10,10,10
JODY,F,520,258,520
JOELLA,F,108,12,108
JOELLE,F,261,80,261
JOELY,F,406,137,406
JOEY,F,81,9,81
JOHANNA,F,487,167,487
JOHURA,F,11,11,11
JOJO,F,21,0,7
JOLANDA,F,3,3,3
JOLEEN,F,27,9,27
JOLEIGH,F,11,0,4
JOLENE,F,249,74,249
JOLEY,F,30,4,30
JOLIE,F,552,38,552
JOLIN,F,10,0,3
JONI,F,289,39,289
JORDAINE,F,14,11,14
JORDAN,F,4443,2942,4443
JORDANA,F,180,106,180
JORDANE,F,45,34,45
JORDAN-LEIGH,F,24,18,24
JORDANN,F,40,33,40
JORDANNA,F,220,135,220
JORDANNE,F,154,140,154
JORDEN,F,110,92,110
JORDON,F,137,103,137
JORDYN,F,127,88,127
JORGIA,F,138,43,138
JORGIE,F,493,15,493
JORJA,F,1914,99,1914
JORJIA,F,14,7,14
JOSCELINE,F,3,3,3
JOSCELYN,F,56,14,56
JOSE,F,7,3,7
JOSEFIN,F,4,0,1
JOSEFINA,F,32,3,32
JOSEFINE,F,30,7,30
JOSELYN,F,67,0,22
JOSEPHINE,F,9346,1280,9346
JOSETTE,F,21,7,21
JOSEY,F,29,12,29
JOSIANE,F,9,3,9
JOSIE,F,3711,939,3711
JOSSLYN,F,13,0,4
JOURDAIN,F,3,3,3
JOURDAN,F,21,21,21
JOURI,F,6,0,2
JOURY,F,18,0,6
JOVAIRIA,F,7,7,7
JOVANA,F,38,13,38
JOVI,F,15,4,15
JOY,F,2814,285,2814
JOYCE,F,13932,93,13932
JU,F,10,3,10
JUANA,F,6,0,2
JUANITA,F,159,6,159
JUBAYDAH,F,3,3,3
JUBILEE,F,3,3,3
JUDE,F,311,75,311
JUDI,F,22,0,7
JUDIE,F,6,0,2
JUDITH,F,4607,112,4607
JUDY,F,190,39,190
JUHI,F,63,20,63
JULES,F,30,0,10
JULIA,F,11492,851,11492
JULIANA,F,380,68,380
JULIANNA,F,176,23,176
JULIANNE,F,138,37,138
JULIE,F,15184,258,15184
JULIEANN,F,9,6,9
JULIE-ANN,F,17,9,17
JULIEANNE,F,9,3,9
JULIE-ANNE,F,24,9,24
JULIENNE,F,37,0,12
JULIET,F,1207,312,1207
JULIETA,F,41,0,14
JULIETTE,F,1364,285,1364
JULITA,F,45,0,15
JUMAIMA,F,6,3,6
JUMANA,F,139,21,139
JUMANAH,F,83,11,83
JUN,F,11,0,4
JUNAINAH,F,18,0,6
JUNE,F,9161,31,9161
JUNIPER,F,104,0,35
JUNO,F,382,10,382
JUPITER,F,4,0,1
JURI,F,4,0,1
JUSTICE,F,108,37,108
JUSTINA,F,129,32,129
JUSTINE,F,454,222,454
JUWAIRIAH,F,18,7,18
JUWAIRIYAH,F,198,11,198
JUWAIRIYYAH,F,73,33,73
JUWARIAH,F,84,12,84
JUWARIYA,F,9,3,9
JUWAYRIYAH,F,119,21,119
JYOTI,F,70,40,70
KA,F,69,32,69
KAAJAL,F,16,8,16
KACEE,F,73,0,24
KACEY,F,3863,140,3863
KACI,F,1748,7,1748
KACIA,F,24,0,8
KACIE,F,1644,44,1644
KACY,F,320,16,320
KADEY,F,101,0,34
KADI,F,179,14,179
KADIE,F,980,126,980
KADIJA,F,141,13,141
KADISHA,F,15,10,15
KADY,F,438,33,438
KAELA,F,164,11,164
KAI,F,175,59,175
KAIA,F,551,49,551
KAIDY,F,24,3,24
KAIJA,F,12,7,12
KAILA,F,359,23,359
KAILEE,F,27,7,27
KAILEIGH,F,28,14,28
KAILEY,F,127,32,127
KAILYN,F,57,0,19
KAINAAT,F,181,43,181
KAINAT,F,158,44,158
KAIRA,F,344,24,344
KAIRI,F,109,0,36
KAISHA,F,243,93,243
KAITLAN,F,234,99,234
KAITLAND,F,16,16,16
KAITLEN,F,51,14,51
KAITLIN,F,2833,625,2833
KAITLYN,F,4693,491,4693
KAITLYNN,F,145,11,145
KAIYA,F,537,46,537
KAJA,F,396,10,396
KAJAL,F,195,126,195
KAJOL,F,121,86,121
KALA,F,41,11,41
KALEIGH,F,95,45,95
KALEY,F,94,23,94
KALI,F,321,69,321
KALILA,F,63,9,63
KALISE,F,19,6,19
KALISHA,F,121,33,121
KALISSA,F,11,0,4
KALLI,F,75,18,75
KALLIE,F,298,47,298
KALLISTA,F,7,7,7
KALLY,F,57,22,57
KALSOOM,F,40,16,40
KAMALA,F,10,3,10
KAMALJIT,F,8,8,8
KAMARA,F,84,33,84
KAMERON,F,33,13,33
KAMILA,F,392,19,392
KAMILAH,F,130,26,130
KAMILE,F,359,0,120
KAMISHA,F,15,9,15
KANDICE,F,29,8,29
KANEEZ,F,44,8,44
KANIKA,F,34,8,34
KANISHA,F,75,22,75
KANWAL,F,27,24,27
KAPRICE,F,4,4,4
KAR,F,20,11,20
KARA,F,3336,769,3336
KARAH,F,18,3,18
KARA-LOUISE,F,21,3,21
KARAM,F,44,9,44
KARDELEN,F,50,9,50
KAREEMA,F,71,7,71
KAREEMAH,F,44,7,44
KAREENA,F,407,21,407
KAREN,F,15251,267,15251
KARENA,F,23,13,23
KARENZA,F,54,11,54
KARI,F,83,31,83
KARIMA,F,186,36,186
KARIMAH,F,87,14,87
KARIN,F,119,29,119
KARINA,F,1365,247,1365
KARIS,F,869,261,869
KARISHMA,F,357,182,357
KARISMA,F,31,14,31
KARISS,F,23,19,23
KARISSA,F,55,3,55
KARLA,F,749,299,749
KARLEE,F,22,9,22
KARLEEN,F,3,3,3
KARLEIGH,F,40,13,40
KARLEY,F,86,26,86
KARLI,F,86,44,86
KARLIE,F,176,57,176
KARLY,F,198,55,198
KARMA,F,106,10,106
KARMAN,F,16,3,16
KARMEN,F,114,27,114
KAROLINA,F,862,29,862
KARRA,F,12,12,12
KARRIE,F,16,13,16
KARRIS,F,50,24,50
KARYN,F,16,12,16
KARYS,F,169,48,169
KASEY,F,1480,267,1480
KASHA,F,52,25,52
KASHMIR,F,5,5,5
KASIA,F,209,57,209
KASIE,F,185,43,185
KASSANDRA,F,88,20,88
KASSEY,F,14,10,14
KASSI,F,11,3,11
KASSIA,F,93,8,93
KASSIDY,F,124,3,124
KASSIE,F,141,33,141
KATARINA,F,380,129,380
KATARZYNA,F,207,28,207
KATE,F,14304,4251,14304
KATELAN,F,105,40,105
KATELAND,F,30,14,30
KATELEN,F,24,10,24
KATELIN,F,427,72,427
KATELYN,F,2906,341,2906
KATELYNN,F,255,35,255
KATERINA,F,636,170,636
KATEY,F,201,86,201
KATHARINA,F,78,29,78
KATHARINE,F,1095,614,1095
KATHERINE,F,15843,4917,15843
KATHERYN,F,50,41,50
KATHLEEN,F,26045,651,26045
KATHLYN,F,8,3,8
KATHRINE,F,103,55,103
KATHRYN,F,8630,2521,8630
KATHRYNE,F,15,12,15
KATHY,F,96,47,96
KATI,F,47,16,47
KATIA,F,180,52,180
KATIE,F,60354,19134,60354
KATIE-ANN,F,143,46,143
KATIE-ANNE,F,92,39,92
KATIE-JANE,F,95,35,95
KATIE-JAYNE,F,36,8,36
KATIE-LEIGH,F,155,18,155
KATIE-LOUISE,F,289,98,289
KATIE-MAE,F,86,5,86
KATIE-MARIE,F,108,42,108
KATIE-MAY,F,139,12,139
KATIE-ROSE,F,91,15,91
KATJA,F,115,40,115
KATLIN,F,65,16,65
KATLYN,F,207,38,207
KATLYNN,F,6,3,6
KATNISS,F,5,0,2
KATRESE,F,4,4,4
KATRIANA,F,4,4,4
KATRIEL,F,18,0,6
KATRIN,F,82,32,82
KATRINA,F,2076,1014,2076
KATRINE,F,21,11,21
KATRIONA,F,65,40,65
KATRYN,F,11,5,11
KATY,F,5760,1857,5760
KATYA,F,322,113,322
KATY-JAYNE,F,3,3,3
KATY-LOUISE,F,10,4,10
KAUSER,F,4,4,4
KAUTHAR,F,33,10,33
KAVITA,F,173,96,173
KAWSAR,F,12,0,4
KAWTHAR,F,122,9,122
KAWTHER,F,19,8,19
KAY,F,2266,224,2266
KAYA,F,1382,272,1382
KAYCE,F,65,8,65
KAYCEE,F,439,32,439
KAYCEY,F,28,3,28
KAYCIE,F,298,12,298
KAYDE,F,36,0,12
KAYDEE,F,384,23,384
KAYDENCE,F,67,0,22
KAYE,F,83,32,83
KAYLA,F,5361,375,5361
KAYLAH,F,266,17,266
KAYLE,F,11,3,11
KAYLEA,F,92,21,92
KAYLEE,F,1022,245,1022
KAYLEIGH,F,11604,4810,11604
KAY-LEIGH,F,23,9,23
KAYLEIGH-ANN,F,30,14,30
KAYLEIGH-ANNE,F,34,20,34
KAYLEIGH-JANE,F,3,3,3
KAYLEIGH-LOUISE,F,9,3,9
KAYLEN,F,51,7,51
KAYLEY,F,1250,499,1250
KAYLI,F,36,9,36
KAYLIE,F,219,90,219
KAYLIEGH,F,50,36,50
KAYLIN,F,150,9,150
KAYNAT,F,34,15,34
KAYSHA,F,240,55,240
KAYSIE,F,138,19,138
KAYTLIN,F,135,25,135
KAYTLYN,F,68,12,68
KAZI,F,103,33,103
KAZIA,F,92,48,92
KAZIAH,F,9,3,9
KC,F,68,10,68
KEA,F,85,31,85
KEAH,F,110,33,110
KEALEIGH,F,18,18,18
